folioviv,foliohog,ing_cor,gasto_mon,ubica_geo,tam_loc,acc_alim2,acc_alim7,acc_alim9,celular,tsalud1_h,tsalud1_m,camb_clim,f_sequia,f_inunda,f_helada,f_incendio,f_huracan,f_desliza,f_otro,af_viv,af_empleo,af_negocio,af_cultivo,af_trabajo,af_salud,af_otro,tot_resid,mat_pared,mat_techos,ab_agua,agua_noe,dotac_agua,agua_ent,sanit_agua,drenaje,uso_compar,excusado,camb_clim_right,climate_vulnerability_intensity,clave,tipo_gasto,mes_dia,lugar_comp,orga_inst,frecuencia,fecha_adqu,fecha_pago,gasto,costo,gasto_tri,saneamiento_deficiente,agua_intermitente,gasto_adaptacion
100001905,1,110430.1,43509.83,1001,1,0,0.0,0.0,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,2,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,750.0,,366.84,0,1,0.006791626558338713
100003701,1,102540.94,50617.56,1001,1,0,,,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,600.0,,295.08,0,0,0.005851321433175861
100003702,1,270786.86,200255.55,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,2500.0,,1229.5,0,0,0.009232353445806049
100003702,1,270786.86,200255.55,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,1000.0,,491.8,0,0,0.0036929413783224193
100003706,1,56311.45,37349.55,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,3,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,800.0,,393.44,0,1,0.0142067021893416
100004203,1,191240.73,145719.48,1001,1,0,,,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,1100.0,,543.95,0,0,0.005751912785524296
100007202,1,73933.24,41286.15,1001,1,0,,,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,17,0,0,0,0,10000.0,,4945.05,0,0,0.13525715902617008
100007202,1,73933.24,41286.15,1001,1,0,,,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,4000.0,,1978.02,0,0,0.05410286361046803
100009602,1,235665.3,65223.07,1001,1,0,,,1,3,10,0,0,0,0,0,0,0,0,,,,,,,,5,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,2600.0,,1278.68,0,0,0.011032595804303815
100009602,1,235665.3,65223.07,1001,1,0,,,1,3,10,0,0,0,0,0,0,0,0,,,,,,,,5,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,5400.0,,2655.73,0,0,0.02291385282432331
100014203,1,89961.34,48814.61,1001,1,0,,,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,2,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,15000.0,,7417.58,0,1,0.16673829002547094
100015402,1,64779.78,40512.52,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,430.0,,210.32,0,0,0.006637873731587233
100016602,1,61367.19,49651.63,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,4915.0,,2417.21,0,0,0.08009165809938502
100016602,1,61367.19,49651.63,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,5000.0,,2459.01,0,0,0.08147676307160226
100017805,1,37904.04,17238.99,1001,1,0,0.0,0.0,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,2,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,340.0,,167.21,0,1,0.008970020082292019
100022202,1,63989.13,16329.38,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,3,1,1,1,2,1,0,0,43111.0,1.0,0,6,0,0,0,0,1200.0,,593.4,0,1,0.018753185111283745
100022203,1,103118.5,66917.51,1001,1,0,,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,6,8,10,1,,4,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,1500.0,,741.75,0,1,0.01454637140765236
100023005,1,42114.09,47280.85,1001,1,0,0.0,0.0,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,5,8,10,1,,2,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,500.0,,244.56,0,1,0.01187251107645921
100026701,1,58247.84,19131.28,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,5000.0,,2459.01,0,0,0.08584009295451986
100026704,1,54562.33,45919.96,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,2,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,300.0,,147.54,0,1,0.0054982989179531
100027905,1,64762.97,15689.05,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,6000.0,,2934.78,0,0,0.09264553494072307
100027905,1,64762.97,15689.05,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,1000.0,,489.13,0,0,0.015440922490120511
100029203,1,34868.67,31276.06,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,100.0,,49.45,0,0,0.0028679040525491795
100033303,1,114713.89,63190.31,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,7,0,0,0,0,10000.0,,4891.3,0,0,0.0871734015819706
100033305,1,70419.27,61476.96,1001,1,0,,,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,5,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,40.0,,19.56,0,0,0.0005680263371091464
100037303,1,47533.98,28135.42,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,590.0,,288.58,0,0,0.012412173354724346
100038502,1,46177.67,29553.61,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,200.0,,97.82,0,0,0.004331097692889226
100040906,1,45489.12,34582.18,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,1000.0,,489.13,0,0,0.02198327863893608
100042402,1,125824.82,61542.19,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,1,1,0,0,43111.0,1.0,0,5,0,0,0,0,70.0,,34.23,0,0,0.0005563290295189773
100042403,1,95120.08,75035.64,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,350.0,,171.19,0,0,0.0036795595630281217
100042406,1,78296.88,40866.57,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,2,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,800.0,,391.3,0,1,0.010217520800317969
100048702,1,283662.28,309681.69,1001,1,0,,,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,8000.0,,3934.42,0,0,0.02820255128739711
100048704,1,94327.82,34094.79,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,700.0,,344.26,0,0,0.007420928417512458
100049902,1,196346.41,244011.46,1001,1,0,,,1,0,12,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,3200.0,,1565.21,0,0,0.016297726044494525
100049902,1,196346.41,244011.46,1001,1,0,,,1,0,12,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,2000.0,,978.26,0,0,0.010186078777809077
100049905,1,131816.35,168212.36,1001,1,0,1.0,0.0,1,0,25,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,200.0,,97.82,0,0,0.0015172624640266551
100050203,1,85788.71,36743.92,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,2,1,1,1,2,1,0,0,43111.0,1.0,0,17,0,0,0,0,1700.0,,840.65,0,1,0.019816127320249947
100050203,1,85788.71,36743.92,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,2,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,1200.0,,593.4,0,1,0.013987854578999964
100051401,1,75574.04,62218.4,1001,1,0,0.0,0.0,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,900.0,,440.21,0,0,0.01190885124045241
100051402,1,101661.76,57796.78,1001,1,1,0.0,0.0,1,0,20,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,10,1,,1,1,1,1,2,1,1,8,43111.0,1.0,0,5,0,0,0,0,8000.0,,3913.04,0,0,0.0786923224622513
100051404,1,179561.11,61621.09,1001,1,0,,,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,4000.0,,1956.52,0,0,0.022276538611283925
100051405,1,128538.19,50042.45,1001,1,0,,,1,0,5,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,10,1,,1,1,1,1,2,1,1,8,43201.0,1.0,0,17,0,0,0,0,1000.0,,489.13,0,0,0.007779789026125232
100055006,1,202140.96,128943.05,1001,1,0,0.0,0.0,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,5,8,10,1,,2,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,1200.0,,586.95,0,1,0.00593645147425836
100055006,1,202140.96,128943.05,1001,1,0,0.0,0.0,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,5,8,10,1,,2,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,400.0,,195.65,0,1,0.0019788171580861196
100056703,1,71541.76,40094.48,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,1500.0,,737.7,0,0,0.020966775209332284
100056705,1,201368.09,79440.6,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,5,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,5,0,0,0,0,800.0,,393.44,0,0,0.003972824095416508
100058305,1,219548.53,106959.76,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,4800.0,,2347.82,0,0,0.021863047773537814
100058305,1,219548.53,106959.76,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,1500.0,,733.69,0,0,0.006832202429230567
100059501,1,56742.27,44451.31,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,2,1,1,1,1,1,0,0,43111.0,1.0,0,5,0,0,0,0,600.0,,293.47,0,1,0.010574127541954173
100059502,1,71800.36,31076.67,1001,1,0,,,1,0,40,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,1,1,0,0,43111.0,1.0,0,6,0,0,0,0,319.0,,156.03,0,0,0.004442874659681372
100060902,1,86621.17,25749.95,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,700.0,,342.39,0,0,0.008081165377932438
100060905,1,42980.36,25071.72,1001,1,0,,,1,0,25,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,200.0,,97.82,0,0,0.00465328815300756
100061703,1,108122.91,36867.81,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,17,0,0,0,0,7000.0,,3442.62,0,0,0.06474113580553835
100061706,1,159713.04,75945.16,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,1110.0,,545.9,0,0,0.006949964761800288
100061706,1,159713.04,75945.16,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,1200.0,,590.16,0,0,0.007513475418162474
100071801,1,105491.76,85173.29,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,2100.0,,1032.78,0,0,0.019906768073639117
100073404,1,102979.15,52841.16,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,5,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,350.0,,171.19,0,0,0.0033987462510615017
100073404,1,102979.15,52841.16,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,5,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,500.0,,244.56,0,0,0.004855351787230716
100073406,1,139244.37,149422.1,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,2,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,4500.0,,2201.08,0,1,0.03231728507227977
100076805,1,67313.08,36081.67,1001,1,0,,,1,0,45,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,2,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,500.0,,245.9,0,1,0.007427976850858704
100081003,1,141019.41,91691.18,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,6,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,3500.0,,1711.95,0,0,0.024819278424154517
100081003,1,141019.41,91691.18,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,6,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,1500.0,,733.69,0,0,0.010636833610351936
100082203,1,178705.91,58746.77,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,7,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,7,0,0,0,0,2000.0,,989.01,0,0,0.011191571672139997
100089402,1,154757.29,130349.24,1001,1,0,,,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,5,0,0,0,0,3200.0,,1565.21,0,0,0.02067753964934382
100090605,1,464262.29,268931.16,1001,1,0,,,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,12,0,0,0,0,3500.0,,1721.31,0,0,0.0075388418904322385
100091901,1,46430.95,26691.43,1001,1,0,0.0,0.0,1,0,40,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,3000.0,,1467.39,0,0,0.06461207448910694
100091906,1,45941.89,45538.44,1001,1,0,,,1,0,25,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,6,0,0,0,0,200.0,,97.82,0,0,0.004353325472678638
100092803,1,177958.99,75962.32,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,550.0,,270.49,0,0,0.0030905996937833826
100096004,1,85192.31,72354.06,1001,3,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,5,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,17,0,0,0,0,800.0,,391.3,0,0,0.009390518932988201
100103804,1,80449.14,84613.52,1001,1,0,,,1,0,45,0,0,0,0,0,0,0,0,,,,,,,,4,1,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,17,0,0,0,0,4000.0,,1967.21,0,0,0.04972085469154798
100103805,1,71341.63,35816.84,1001,1,0,,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,17,0,0,0,0,300.0,,147.54,0,0,0.0042051183859970675
100104001,1,74137.94,83146.27,1001,1,0,,,1,0,45,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,600.0,,293.47,0,0,0.008093022277122887
100104004,1,113267.51,42842.73,1001,1,0,,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,3400.0,,1663.04,0,0,0.030017433949064476
100105303,1,65135.01,11642.54,1001,1,0,0.0,0.0,0,0,15,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,24.0,,11.73,0,0,0.0003684654381721903
100106505,1,51358.67,52582.98,1001,1,0,,,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,6,0,0,0,0,400.0,,195.65,0,0,0.007788363678420801
100107701,1,102909.8,56569.19,1001,1,0,,,1,0,25,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,15000.0,,7377.04,0,0,0.14575871296999895
100109019,1,131106.72,41674.79,1001,3,0,,,1,0,45,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,55000.0,,26902.17,0,0,0.4195055753053695
100109019,1,131106.72,41674.79,1001,3,0,,,1,0,45,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,40000.0,,19565.21,0,0,0.3050949638584506
100111201,1,347305.47,214375.61,1001,3,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,8,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,17,0,0,0,0,60000.0,,29670.32,0,0,0.17275858050839224
100112403,1,397779.77,212050.26,1001,4,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,2,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,10000.0,,4891.3,0,0,0.025139538896108263
100112403,1,397779.77,212050.26,1001,4,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,2,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,4000.0,,1956.52,0,0,0.010055815558443306
100112406,1,182972.61,89613.27,1001,4,0,0.0,0.0,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,5,8,10,2,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,2000.0,,978.26,0,0,0.010930597754494512
100113201,1,102541.26,58187.7,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,1000.0,,494.5,0,0,0.009752171954976954
100114402,1,106137.57,52540.51,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,5,7,8,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,115.0,,56.24,0,0,0.0010834994620660713
100117301,1,266493.82,307170.55,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,1300.0,,635.86,0,0,0.004878161902591212
100117304,1,108429.14,64500.18,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,2,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,1500.0,,733.69,0,1,0.013833919553359919
100117304,1,108429.14,64500.18,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,2,1,1,1,2,1,0,0,43201.0,1.0,0,1,0,0,0,0,800.0,,391.3,0,1,0.007378090428458623
100117305,1,120608.34,27005.86,1001,1,0,,,1,0,3,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,1200.0,,586.95,0,0,0.009949560702021104
100119702,1,168747.5,66438.21,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,6,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,800.0,,393.44,0,0,0.004740810974977407
100121806,1,133041.93,151084.01,1001,1,0,,,1,0,20,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,10,1,,1,1,1,1,2,1,1,8,43111.0,1.0,0,17,0,0,0,0,500.0,,245.9,0,0,0.003758213669930976
100123202,1,69110.08,23816.75,1001,1,0,0.0,0.0,1,0,10,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,10,1,,1,1,1,1,2,1,1,8,43111.0,1.0,0,5,0,0,0,0,2300.0,,1137.36,0,0,0.03328023929360232
100123202,1,69110.08,23816.75,1001,1,0,0.0,0.0,1,0,10,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,10,1,,1,1,1,1,2,1,1,8,43201.0,1.0,0,17,0,0,0,0,700.0,,346.15,0,0,0.010128768480661576
100123204,1,143907.41,59351.18,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,2400.0,,1186.81,0,0,0.016677389996804196
100123206,1,343896.62,135407.67,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,1204.0,,595.38,0,0,0.003501052147590168
100126404,1,69654.93,60378.75,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,3,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,135.0,,66.03,0,1,0.0019381255569419138
100135301,1,173198.81,86909.74,1001,1,0,,,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,17,0,0,0,0,10000.0,,4891.3,0,0,0.057737117246937204
100135302,1,452070.1,219125.13,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,2,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,600.0,,293.47,0,1,0.001327227790557261
100136502,1,167030.14,78274.54,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,2,2,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,12000.0,,5869.56,0,0,0.0718433212113694
100136502,1,167030.14,78274.54,1001,1,0,,,1,0,10,0,0,0,0,0,0,0,0,,,,,,,,2,2,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,3500.0,,1711.95,0,0,0.02095430201998274
100136506,1,302272.64,112890.23,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,7000.0,,3423.91,0,0,0.023157901423033193
100136506,1,302272.64,112890.23,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,3000.0,,1467.39,0,0,0.009924814895585653
100144305,1,158320.44,91792.83,1001,1,0,,,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,6,8,10,1,,2,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,200.0,,97.82,0,1,0.0012632607640554814
100146904,1,76744.53,74900.77,1001,1,0,,,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,3,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,450.0,,220.1,0,0,0.005863610084002078
100147203,1,502602.58,287689.42,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,2,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,4500.0,,2225.27,0,1,0.00895339614054508
100147203,1,502602.58,287689.42,1001,1,0,,,1,0,30,0,0,0,0,0,0,0,0,,,,,,,,2,8,10,1,,2,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,2500.0,,1236.26,0,1,0.0049741089669694885
100147204,1,144276.52,52046.93,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,1,1,1,1,2,1,0,0,43111.0,1.0,0,5,0,0,0,0,1600.0,,791.2,0,0,0.01108981558468419
100147204,1,144276.52,52046.93,1001,1,0,,,1,0,20,0,0,0,0,0,0,0,0,,,,,,,,1,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,800.0,,395.6,0,0,0.005544907792342095
100148701,1,165434.55,46245.39,1001,1,0,,,1,0,15,1,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,10,1,,1,1,1,1,2,1,1,8,43111.0,1.0,0,5,0,0,0,0,200.0,,98.36,0,0,0.00120893731085798
100149906,1,76420.5,33255.28,1001,1,0,,,1,0,15,0,0,0,0,0,0,0,0,,,,,,,,4,8,10,1,,1,1,1,1,2,1,0,0,43201.0,1.0,0,17,0,0,0,0,500.0,,244.56,0,0,0.006542747037771279
