Tabla:,,CONCENTRADOHOGAR,,,,
,,,,,,
Insumos:,,,,,,
"VIVIENDAS
HOGARES
POBLACION
INGRESOS",,,,,"GASTOSHOGAR
GASTOSPERSONA
EROGACIONES
",
,,,,,,
Construcción general:,,,,,,
"Esta tabla es un resumen a nivel hogar con las principales variables de interés de la encuesta.

Se construyen las variables (para explotación) de acuerdo a la lista de variables.",,,,,,
,,,,,,
Lista de variables:,,,,,,
#,Variable,Tipo,Categorías / valores nulos,,Construcción / Observaciones,
combus,,"041221, 072134, 072210, 072221, 072222, 072230, 072240, 072302, 072303, 072306, 072412",,,,
comunica,,"074110, 074120, 074920, 081200, 083101, 083102, 083103, 083104, 083201, 083202, 083301, 083302, 083303, 083401, 083402, 083403, 083404, 083405, 083990",,,,
educacion,,"031241, 031242, 031243, 031244, 031245, 072431, 073230, 081322, 094611, 094623, 097111, 097408, 101011, 101012, 101013, 101014, 101015, 101021, 101022, 101023, 101024, 101025, 102001, 102002, 102003, 102004, 102005, 103001, 103002, 103003, 103004, 103005, 104011, 104012, 104013, 104014, 104015, 104016, 104017, 104018, 104019, 10401A, 105010, 105091, 105092, 105093, 112030, 133011, 133012, 133013, 133014, 171319, 174111, 174112, 174113, 174114, 174115",,,,
esparci,,"051122, 081311, 081312, 081313, 081321, 081323, 081324, 081325, 081401, 081402, 081403, 081404, 081405, 081406, 081407, 081408, 081409, 08140A, 081501, 081502, 081503, 081505, 081910, 081920, 082001, 082002, 082003, 083501, 083502, 083921, 083922, 083923, 083924, 091111, 091112, 091113, 091114, 091121, 091122, 091130, 091220, 091230, 091241, 091243, 091290, 092111, 092112, 092113, 092114, 092115, 092116, 092117, 092118, 092121, 092122, 092211, 092212, 092213, 092220, 093110, 093121, 093123, 093210, 093222, 094100, 094311, 094312, 094320, 094400, 094501, 094502, 094612, 094613, 094615, 094616, 094621, 094622, 094624, 094625, 094630, 094700, 095100, 095201, 095202, 095204, 095205, 095206, 096101, 096102, 096103, 096104, 096105, 096201, 096202, 096300, 096901, 096902, 096903, 096904, 097112, 097113, 097191, 097192, 097193, 097194, 097210, 097220, 097301, 097302, 097401, 097402, 097403, 097404, 097405, 097406, 097407",,,,
paq_turist,,"092131, 096905, 096906, 098001, 098002, 098003, 098004, 112011, 112014, 112020",,,,
cuida_pers,,"131111, 131112, 131113, 131120, 131201, 131202, 131203, 131204, 131205, 131206, 131207, 131208, 131209, 13120A, 13120B, 13120C, 13120D, 13120E, 13120F, 13120G, 13120H, 13120I, 13120J, 13120K, 13120L, 13120M, 13120N, 131311, 131312, 131313, 131321, 131322, 131323, 132916, 139010",,,,
acces_pers,,"031311, 031312, 031313, 031314, 031316, 132111, 132112, 132120, 132200, 132911, 132912, 132913, 132914, 132915, 132917, 132918, 132919, 13291B, 132921, 132922",,,,
otros_gas,,"024000, 031315, 044120, 112012, 112013, 112090, 121101, 121102, 121300, 121411, 121412, 121420, 121900, 122100, 122990, 13291A, 133021, 133022, 133091, 133092, 139091, 139092, 139094, 139096, 171612, 171613, 173411, 173414",,,,
transf_gas,,"072432, 122200, 122910, 133030, 139020, 139093, 173412, 173413, 173415, 173416, 173417, T901, T902, T903, T904, T905, T906, T907, T908, T909, T910, T911, T912, T913, T914, T915",,,,
cuota_viv,,173527,,,,
material,,"043111, 043112, 056199, 173133, 173135",,,,
servicio,,"043201, 043202, 051202, 051203, 173134, 173136",,,,
deposito,,173511,,,,
prest_terc,,173512,,,,
pago_tarje,,173513,,,,
deudas,,173514,,,,
balance,,173526,,,,
otras_erog,,"173515, 173516, 173517, 173518, 173519, 173520, 173521, 173522, 173523, 173524, 173525, T916",,,,
estim_alqu,,"046262, 046263, 046264, 046265, 046266",,,,
ero_nm,,"173511, 173514, 173526, 043111, 043112, 056199, 173133, 173135, 173515, 173516, 173517, 173518, 173519, 173520, 173521, 173522, 173523, 173524, 173525, 173513, 173512, 043201, 043202, 051202, 051203, 173134, 173136",,,,
