folioviv,tot_resid,mat_pared,mat_techos,ab_agua,agua_noe,dotac_agua,sanit_agua,drenaje
1404688905,5,8,10,1,,1,3,1
1404688906,2,7,10,1,,1,1,1
1404689202,4,8,10,1,,1,1,1
1404689205,4,7,10,1,,1,1,1
1404690201,2,8,10,1,,1,1,1
1404690202,6,8,10,1,,1,1,1
1404690203,1,8,10,1,,1,1,1
1404690204,4,8,10,1,,1,1,1
1404690205,1,8,10,1,,1,1,1
1404690206,6,8,10,1,,1,1,1
1404691401,5,8,10,1,,1,1,1
1404691402,4,8,10,1,,1,1,1
1404691403,7,8,10,1,,1,2,1
1404691404,2,8,10,1,,1,1,1
1404691405,2,8,10,1,,1,1,1
1404692602,3,8,10,5,,1,1,1
1404692604,5,8,10,1,,1,1,1
1404693601,1,8,10,1,,1,1,1
1404693602,1,8,10,1,,1,1,1
1404693604,2,8,10,1,,1,1,1
1404693606,3,8,10,1,,1,1,1
1404694801,4,8,10,1,,1,1,1
1404694802,1,8,10,1,,1,1,1
1404694803,5,8,10,1,,1,1,1
1404694805,1,8,10,1,,1,1,1
1404695801,3,8,10,1,,1,1,1
1404695802,3,8,10,1,,1,1,1
1404695803,4,8,10,1,,1,1,1
1404695804,2,8,10,1,,1,2,1
1404695805,5,8,10,1,,1,1,1
1404695806,4,8,10,1,,1,1,1
1404696401,4,8,10,1,,1,1,1
1404696403,2,8,10,1,,1,2,1
1404696404,2,8,10,1,,1,1,1
1404696405,1,8,10,1,,1,1,1
1404696406,3,8,10,1,,1,1,1
1404697601,3,8,10,1,,1,1,1
1404697602,5,8,10,1,,1,1,1
1404697603,3,8,10,1,,1,1,1
1404697604,2,7,10,1,,1,1,1
1404697605,2,8,10,1,,1,1,1
1404697606,5,8,10,1,,1,1,1
1404698005,3,8,10,1,,1,1,1
1404699001,9,8,10,1,,2,1,1
1404699003,4,8,10,1,,1,1,1
1404700301,3,8,10,1,,1,1,1
1404700302,1,8,10,1,,1,1,1
1404700304,1,8,10,1,,1,1,1
1404700305,6,8,10,1,,1,1,1
1404700306,2,8,10,1,,1,1,1
1404701301,5,8,10,1,,1,1,1
1404701303,5,8,10,1,,1,1,1
1404701304,9,8,10,1,,1,1,1
1404701305,3,8,10,1,,1,1,1
1404701306,2,8,10,1,,1,1,1
1404702801,2,8,10,1,,1,1,1
1404702802,3,8,10,1,,1,1,1
1404702803,3,8,10,1,,1,1,1
1404702805,4,8,10,1,,1,1,1
1404702806,2,8,10,1,,1,1,1
1404703501,3,8,10,1,,1,1,1
1404703502,3,8,10,1,,1,1,1
1404703503,8,8,10,1,,1,1,1
1404703504,3,8,10,1,,1,1,1
1404703505,1,8,10,1,,1,1,1
1404703506,3,8,10,1,,1,1,1
1404704701,3,8,10,1,,1,1,1
1404704702,2,8,10,1,,1,1,1
1404704703,9,8,10,1,,1,1,1
1404704705,5,8,10,1,,1,1,1
1404704706,12,8,10,1,,1,2,1
1404705001,7,8,10,1,,1,1,1
1404705002,4,8,10,1,,1,1,1
1404705003,2,8,10,1,,1,1,1
1404705004,4,8,10,1,,1,1,1
1404705005,2,8,10,1,,1,1,1
1404705006,2,8,10,1,,1,1,1
1404706502,2,8,10,1,,1,1,1
1404706503,5,8,10,1,,1,1,1
1404706504,2,8,10,1,,1,1,1
1404706505,3,8,10,1,,1,1,1
1404706506,2,8,10,1,,1,1,1
1404707701,2,8,10,1,,1,2,1
1404707703,4,8,10,1,,1,1,1
1404707704,3,8,10,1,,1,1,1
1404707706,2,8,10,1,,1,1,1
1404708901,3,8,10,1,,1,1,1
1404708902,5,8,10,1,,1,1,1
1404708903,7,8,10,1,,1,1,1
1404708904,3,8,10,1,,1,1,1
1404708905,3,8,10,1,,3,1,1
1404708906,2,8,10,1,,1,1,1
1404709201,6,8,10,1,,1,1,1
1404709202,4,8,10,1,,1,1,1
1404709204,3,8,10,1,,1,1,1
1404709205,6,8,10,1,,1,1,1
1404709206,3,8,10,1,,1,1,1
1404710401,1,8,10,1,,1,1,1
1404710402,2,8,10,1,,2,1,1
1404710403,5,8,10,1,,1,1,1
1404710404,5,8,10,1,,1,1,1
1404710405,1,8,10,1,,3,1,1
1404710406,3,8,10,1,,3,1,1
1404711601,1,8,10,1,,1,1,1
1404711602,2,8,10,1,,1,1,1
1404711603,6,8,10,1,,2,1,1
1404711604,3,8,10,1,,2,1,1
1404711605,1,8,10,1,,1,1,1
1404711606,6,8,10,1,,2,1,1
1404712801,1,8,10,1,,1,1,1
1404712802,2,8,10,1,,1,1,1
1404712803,4,8,10,1,,1,1,1
1404712804,3,8,10,1,,1,1,1
1404712805,4,8,10,1,,1,1,1
1404712806,4,8,10,1,,1,1,1
1404713001,1,8,10,1,,1,1,1
1404713002,5,8,10,1,,1,1,1
1404713003,4,8,10,1,,1,1,1
1404713004,1,8,10,1,,2,1,1
1404714901,2,8,10,1,,1,1,1
1404714902,2,8,10,1,,2,1,1
1404714904,1,8,10,1,,1,1,1
1404714905,5,8,10,1,,1,1,1
1404714906,2,8,10,1,,1,1,1
1404715301,2,8,10,1,,1,1,1
1404715304,4,8,10,1,,1,1,1
1404715305,5,8,10,1,,1,1,1
1404715306,1,8,10,1,,1,1,1
1404716502,7,8,10,1,,1,1,1
1404716503,6,8,10,1,,1,1,1
1404716504,4,8,10,1,,1,1,1
1404716506,5,8,10,1,,1,1,1
1404717701,1,8,10,1,,2,2,1
1404717703,5,8,10,1,,1,1,1
1404717704,5,8,10,1,,1,1,1
1404717705,3,8,10,1,,1,1,1
1404717706,5,8,10,1,,2,1,1
1404718301,4,8,10,1,,1,1,1
1404718302,1,8,10,1,,1,1,1
1404718305,3,6,10,1,,1,1,1
1404719201,2,8,10,1,,1,1,2
1404719202,4,8,10,1,,1,1,1
1404719203,3,8,10,1,,1,1,1
1404719204,2,8,10,1,,1,1,1
1404719205,4,8,10,1,,1,1,1
1404720905,2,8,10,1,,1,1,1
1404720906,1,8,10,1,,1,1,1
1404721402,2,8,10,1,,1,1,1
1404721403,3,8,10,1,,1,1,1
1404721404,3,8,10,1,,1,1,1
1404721405,7,8,10,1,,1,1,1
1404721406,2,8,10,1,,1,1,1
1404722201,4,7,10,1,,1,1,1
1404722203,3,7,10,1,,1,1,1
1404723401,3,8,10,1,,1,1,1
1404723402,5,8,10,1,,1,1,1
1404723403,4,8,10,1,,1,1,1
1404723404,4,8,10,1,,1,1,1
1404723405,5,8,10,1,,1,1,1
1404723406,1,8,10,1,,1,1,1
1404724601,2,8,10,1,,1,1,1
1404724603,1,8,10,1,,1,1,1
1404724604,3,1,10,1,,1,1,1
1404724605,3,8,10,1,,5,1,1
1404724606,11,8,10,1,,1,1,1
1404725601,1,8,10,1,,1,1,1
1404725602,1,8,10,1,,1,1,1
1404725603,5,8,10,1,,1,1,1
1404725604,2,8,10,1,,1,1,1
1404725605,1,8,10,1,,1,1,1
1404725606,6,8,10,1,,1,1,1
1404726801,2,8,10,1,,1,1,1
1404726802,3,8,10,1,,1,1,1
1404726804,5,8,10,1,,1,1,1
1404727501,5,8,10,1,,1,1,1
1404727503,1,8,10,1,,1,1,1
1404727504,4,8,10,1,,1,1,1
1404727505,3,8,10,1,,1,1,1
1404727506,5,8,10,1,,1,1,1
1404728701,2,8,10,1,,1,1,1
1404728702,5,8,10,1,,1,1,1
1404728703,4,8,10,1,,1,1,1
1404728704,3,8,10,1,,1,1,1
1404728705,1,8,10,1,,1,1,1
1404728706,5,8,10,1,,1,1,1
1404729801,4,8,10,1,,1,2,1
1404729802,4,8,10,1,,1,1,1
1404729803,2,8,10,1,,1,1,1
1404729806,2,8,10,1,,1,1,1
1404730002,2,8,10,1,,1,1,1
1404730003,1,8,10,1,,1,1,1
1404730004,3,8,10,1,,1,1,1
1404730005,8,8,10,1,,1,1,1
1404730006,3,8,10,1,,1,1,1
1404731001,2,8,10,1,,1,1,1
1404731003,2,8,10,1,,1,1,1
1404731005,5,8,10,1,,1,1,1
1404731006,2,8,10,1,,1,1,1
1404732301,1,8,10,1,,1,1,1
1404732302,2,8,10,1,,1,1,1
1404732303,4,8,10,1,,1,1,1
1404732304,2,8,10,1,,1,1,1
1404732305,3,8,10,1,,1,1,1
1404732306,3,8,10,1,,1,1,1
1404733301,4,8,10,1,,1,1,1
1404733302,3,8,10,1,,1,1,1
1404733304,5,8,10,1,,1,1,1
1404733305,1,8,10,1,,1,1,1
1404733306,2,8,10,1,,1,1,1
1404734501,2,8,10,1,,1,1,1
1404734502,5,8,10,1,,1,1,1
1404734503,3,8,10,1,,1,1,1
1404734504,5,8,10,1,,1,1,1
1404734505,4,8,10,1,,2,1,1
1404734506,3,8,10,1,,1,1,1
1404735501,3,8,10,1,,1,1,1
1404735502,5,8,10,1,,1,1,1
1404735503,1,8,10,1,,1,1,1
1404735504,2,8,10,1,,1,1,1
1404735505,2,8,10,1,,1,1,1
1404735506,1,8,10,1,,1,1,1
1404736702,2,8,10,1,,1,1,1
1404736703,5,8,10,1,,1,1,1
1404736704,2,8,10,1,,1,1,1
1404736705,1,8,10,1,,1,1,1
1404736706,4,8,10,1,,1,1,1
1404737901,3,8,10,1,,1,1,1
1404737902,2,8,10,1,,2,1,1
1404737904,3,8,10,1,,1,1,1
1404737906,6,8,10,1,,2,1,1
1404738202,3,8,10,1,,1,1,1
1404738203,2,8,10,1,,1,1,1
1404738204,3,8,10,1,,1,1,1
1404738205,4,8,10,1,,1,1,1
1404738206,5,8,10,1,,1,1,1
1404739901,3,8,10,1,,1,1,1
1404739904,8,8,10,1,,1,1,1
1404739906,3,8,10,1,,1,1,1
1404740402,3,8,10,1,,1,1,1
1404740403,1,8,10,1,,1,1,1
1404740404,4,8,10,1,,1,1,1
1404740405,2,8,10,1,,1,1,1
1404740406,1,8,10,1,,1,1,1
1404741201,1,8,10,1,,1,1,1
1404741203,8,8,10,1,,1,1,1
1404741204,3,8,10,1,,1,1,1
1404741205,1,8,10,1,,1,2,1
1404741206,2,8,10,1,,1,1,1
1404742702,2,8,10,1,,1,1,1
1404742703,3,8,10,1,,1,1,1
1404742704,5,8,10,1,,1,1,1
1404742706,2,8,10,1,,1,1,1
1404743901,2,8,10,1,,1,1,1
1404743904,2,8,10,1,,1,1,1
1404743905,2,8,10,1,,1,1,1
1404744202,1,8,10,1,,1,1,1
1404744203,2,8,10,1,,1,1,1
1404744204,1,8,10,1,,1,1,1
1404744205,5,8,10,1,,1,1,1
1404745401,2,8,10,1,,1,1,1
1404745402,2,8,10,1,,1,1,1
1404745403,6,8,10,1,,1,1,1
1404745404,4,8,10,1,,1,1,1
1404745406,5,8,10,1,,1,1,1
1404746601,2,8,10,1,,1,1,1
1404746603,5,8,10,1,,1,1,1
1404746604,1,8,10,1,,1,1,1
1404746606,4,8,10,1,,1,1,1
1404747401,3,8,10,1,,1,1,1
1404747402,4,8,10,1,,1,1,1
1404747403,3,8,10,1,,1,1,1
1404747404,5,8,10,1,,1,1,1
1404747405,2,8,10,1,,1,1,1
1404747406,4,8,10,1,,1,1,1
1404748020,2,8,10,2,,1,1,1
1404748022,5,8,10,1,,1,1,1
1404748023,4,8,10,1,,1,1,1
1404748303,1,8,10,2,,1,1,1
1404748304,1,8,10,2,,1,1,1
1404748305,2,8,10,1,,2,1,1
1404748306,2,8,10,2,,2,1,2
1404748813,2,8,10,2,,1,1,2
1404748816,2,8,4,2,,1,1,2
1404749002,4,8,10,1,,1,1,1
1404749003,3,8,10,1,,1,1,1
1404749004,6,8,10,1,,1,1,1
1404749006,4,8,10,1,,1,1,1
1404750701,4,8,10,1,,1,1,1
1404750702,1,7,10,1,,1,1,1
1404750703,4,8,10,1,,1,2,1
1404750704,1,8,10,1,,1,1,1
1404750705,4,8,10,1,,1,1,1
1404750706,4,8,10,1,,1,1,1
1404751901,4,8,10,1,,2,1,1
1404751902,1,8,10,1,,1,1,1
1404751903,3,8,10,1,,1,1,1
1404751905,4,8,10,1,,1,2,1
1404751906,4,8,10,1,,1,1,1
1404752202,2,8,10,1,,1,1,1
1404752204,5,8,10,1,,1,1,1
1404752205,4,8,10,1,,1,1,1
1404752206,3,8,10,1,,1,1,1
1404753401,2,8,10,1,,1,1,1
1404753402,2,8,10,1,,1,1,1
1404753405,9,8,10,1,,1,2,1
1404753406,2,7,10,1,,1,1,1
1404754601,5,8,10,1,,1,1,1
1404754602,3,8,10,1,,1,1,1
1404754603,4,8,10,1,,1,1,1
1404754604,1,8,10,1,,1,1,1
1404754606,3,8,10,1,,1,1,1
1404755019,4,8,10,1,,1,1,1
1404755020,4,8,10,1,,1,1,1
1404755021,4,8,10,1,,1,1,1
1404755022,6,8,10,1,,1,2,1
1404755023,2,8,10,1,,1,1,1
1404755024,3,8,10,1,,1,1,1
1404755401,3,8,10,1,,1,1,1
1404755402,3,8,10,1,,1,1,1
1404755403,5,8,10,1,,1,1,1
1404755404,1,8,10,1,,1,1,1
1404755405,6,8,10,1,,2,1,1
1404755406,2,8,10,1,,1,1,1
1404755607,3,8,10,1,,1,1,1
1404755609,3,8,10,1,,2,1,1
1404755610,4,8,10,1,,2,1,1
1404755611,3,8,10,1,,1,1,1
1404755612,6,8,10,1,,1,1,1
1404755813,5,8,10,1,,1,1,1
1404755814,5,8,10,1,,1,2,1
1404755815,1,8,10,1,,3,1,1
1404755816,3,8,10,1,,1,1,1
1404755818,5,8,10,1,,1,1,1
1404756201,3,8,10,1,,1,1,1
1404756202,2,8,10,1,,1,1,1
1404756203,2,8,10,1,,1,1,1
1404756204,3,8,10,1,,1,1,1
1404756205,3,8,10,1,,1,2,1
1404756206,2,8,10,1,,1,1,1
1404756408,4,8,10,1,,1,1,1
1404756409,4,8,10,1,,1,1,1
1404756410,4,8,10,3,,1,2,1
1404756411,4,8,10,1,,1,1,1
1404756713,8,8,10,2,,1,1,1
1404756714,3,8,10,2,,1,1,1
1404756716,4,8,10,1,,1,1,1
1404756717,2,8,10,1,,1,1,1
1404756718,6,8,10,2,,1,1,1
1404756921,2,8,4,1,,1,2,1
1404756922,3,8,3,1,,1,2,1
1404757301,2,8,10,1,,1,1,1
1404757302,2,8,10,1,,1,1,1
1404757304,2,8,10,1,,1,1,1
1404757306,2,8,10,1,,1,1,1
1404758701,2,8,10,1,,1,1,1
1404758703,7,8,10,1,,1,1,1
1404758705,3,8,4,1,,1,1,1
1404758706,4,8,10,1,,1,1,1
1404759501,2,8,10,1,,1,1,1
1404759502,2,8,10,1,,1,1,1
1404759503,4,8,10,1,,1,1,1
1404759504,4,8,10,1,,1,1,1
1404759505,4,8,10,1,,1,1,1
1404759506,3,8,10,1,,1,1,1
1404760901,5,8,10,1,,1,1,1
1404760902,2,8,10,1,,1,1,1
1404760903,4,8,10,1,,1,1,1
1404760904,2,8,10,1,,1,1,1
1404760905,3,8,10,1,,1,1,1
1404760906,5,8,10,1,,1,1,1
1404761203,1,8,10,1,,1,1,1
1404761205,2,8,10,1,,1,1,1
1404761206,2,8,10,1,,1,1,1
1404762901,2,8,10,1,,1,1,1
1404762902,2,3,4,1,,1,2,1
1404762903,3,8,10,5,,2,2,2
1404762904,7,8,10,1,,1,1,1
1404762905,9,8,10,1,,1,1,1
1404762906,4,8,10,1,,1,1,1
1404763201,2,8,10,1,,1,1,1
1404763202,4,8,10,1,,1,1,1
1404763203,1,8,10,1,,1,1,1
1404763204,2,8,10,1,,1,1,1
1404763206,5,8,10,,5,,3,5
1404764501,4,8,10,1,,1,1,1
1404764502,1,8,10,1,,1,1,1
1404764503,1,8,10,1,,1,1,1
1404764504,5,8,10,1,,1,1,1
1404764505,3,8,10,1,,1,1,1
1404765301,6,8,10,1,,1,1,1
1404765302,5,8,10,1,,1,1,1
1404765303,2,8,10,1,,1,1,1
1404765305,1,8,10,1,,1,1,1
1404765306,4,8,10,1,,1,1,1
1404766401,4,8,10,1,,1,1,1
1404766402,6,8,10,1,,1,1,1
1404766403,3,8,10,1,,1,1,1
1404766404,2,8,10,1,,1,1,1
1404767702,4,8,10,1,,1,1,1
1404767704,3,8,10,1,,1,1,1
1404767705,3,8,10,1,,1,1,1
1404768602,4,8,10,1,,1,1,1
1404768603,2,8,10,1,,1,1,1
1404768604,2,8,10,1,,1,1,1
1404768605,1,8,10,1,,1,1,1
1404768606,2,8,10,1,,1,1,1
1404769801,3,8,3,1,,1,2,1
1404769802,4,8,10,1,,1,1,1
1404769803,3,8,10,1,,1,1,1
1404769804,2,8,10,1,,1,1,1
1404769806,1,8,10,1,,1,1,1
1404770002,4,8,10,1,,1,1,1
1404770004,3,8,10,1,,1,1,1
1404770006,2,8,4,1,,1,1,1
1404771201,5,8,10,,5,,2,2
1404771202,3,8,10,2,,1,1,1
1404771203,3,8,10,3,,1,1,2
1404771204,3,3,4,3,,1,2,2
1404771205,8,8,10,,1,,2,3
1404771206,4,8,10,3,,1,1,2
1404772301,2,8,10,1,,1,1,1
1404772302,2,8,10,1,,1,1,1
1404772303,2,8,10,1,,1,1,1
1404772304,4,8,10,1,,1,1,1
1404772305,4,8,10,1,,1,1,1
1404772306,1,8,10,1,,1,1,1
1404773501,1,8,10,4,,5,1,1
1404773502,4,8,10,4,,5,1,1
1404773503,1,8,10,1,,1,1,1
1404773504,1,8,10,4,,5,1,1
1404773505,4,8,10,4,,5,1,1
1404773506,6,8,10,4,,5,3,5
1404774701,2,8,10,1,,1,1,1
1404774702,5,8,10,1,,1,1,1
1404774703,3,8,10,1,,1,1,1
1404774704,3,8,10,1,,1,1,1
1404774706,3,8,10,1,,1,1,1
1404775901,5,8,10,1,,4,2,2
1404775902,5,8,10,1,,2,1,1
1404775903,2,8,10,1,,2,1,1
1404775904,4,8,10,1,,3,1,1
1404775905,5,8,10,1,,4,1,1
1404775906,2,8,10,2,,1,1,1
1404776201,7,8,10,,2,,1,1
1404776202,2,8,10,1,,1,1,1
1404776203,3,8,10,1,,1,1,1
1404776205,5,8,10,1,,1,1,1
1404776206,2,8,10,1,,2,2,1
1404777401,2,8,10,1,,3,2,1
1404777403,4,8,10,1,,4,1,1
1404777404,4,8,10,1,,4,2,1
1404777405,3,8,10,1,,4,1,1
1404778601,3,8,10,1,,1,1,1
1404778602,1,8,10,1,,1,1,1
1404778603,5,8,10,1,,1,1,1
1404778605,2,8,10,1,,1,1,1
1404778606,2,8,10,1,,2,1,1
1404779801,4,8,10,1,,3,1,1
1404779802,7,8,10,1,,4,1,1
1404779804,2,8,10,1,,3,1,1
1404779805,6,8,10,1,,4,1,1
1404779806,4,8,10,1,,4,2,1
1404780001,5,8,10,1,,3,1,1
1404780003,2,8,10,1,,2,1,1
1404780004,3,8,10,1,,3,1,1
1404780005,1,8,10,1,,2,1,1
1404781202,6,8,10,1,,1,1,1
1404781204,2,8,10,1,,1,1,1
1404781206,5,8,10,1,,1,1,1
1404781407,3,8,10,1,,1,2,1
1404781409,4,8,10,1,,1,1,1
1404781613,1,8,10,1,,1,1,1
1404781614,4,8,10,1,,1,1,1
1404781616,4,7,10,1,,1,1,1
1404781617,3,8,10,1,,1,1,1
1404781618,5,8,10,1,,1,1,1
1404781820,4,8,10,1,,1,1,1
1404781821,9,8,10,1,,1,1,1
1404781822,2,8,10,1,,1,1,1
1404781823,2,7,10,1,,1,1,1
1404782020,2,8,10,1,,1,1,4
1404782021,5,8,10,1,,1,1,1
1404782022,5,8,10,1,,1,1,1
1404782023,2,8,3,1,,1,1,1
1404782024,5,8,10,1,,1,1,1
1404782301,1,8,10,1,,1,1,1
1404782303,2,8,10,1,,1,1,1
1404782304,2,8,10,1,,1,1,1
1404782305,2,8,10,1,,1,1,1
1404782306,2,8,10,1,,1,1,1
1404782508,2,8,4,1,,1,2,1
1404782509,2,8,4,1,,1,1,1
1404782510,3,8,10,1,,1,1,1
1404782511,5,8,10,1,,1,1,1
1404782512,1,8,10,1,,1,1,1
1404782713,2,8,10,1,,1,1,1
1404782714,2,8,10,1,,1,1,1
1404782715,3,8,10,1,,1,1,1
1404782716,1,8,4,1,,1,1,1
1404782717,4,8,10,1,,1,1,1
1404782718,1,8,10,1,,1,1,1
1404783202,3,8,10,1,,1,1,1
1404783203,5,8,10,1,,1,1,1
1404783204,3,8,10,1,,1,1,1
1404783205,2,8,10,1,,1,1,1
1404783407,4,8,10,1,,1,1,1
1404783408,5,8,10,1,,1,1,1
1404783409,5,8,10,1,,1,1,1
1404783410,5,8,10,1,,1,1,1
1404783411,6,8,10,1,,1,1,1
1404783412,4,8,10,1,,1,1,1
1404783613,3,1,10,1,,1,1,1
1404783614,3,8,10,1,,1,1,1
1404783615,5,8,10,1,,1,1,1
1404783616,7,8,10,1,,1,1,1
1404783617,2,8,1,1,,1,1,1
1404783618,1,8,10,1,,1,2,1
1404783919,4,8,10,1,,1,1,1
1404783920,4,8,10,1,,1,1,1
1404783921,4,8,10,1,,1,1,1
1404783922,2,8,10,1,,1,1,1
1404783923,3,8,10,1,,1,1,1
1404783924,4,8,10,1,,1,1,1
1404784202,5,8,10,1,,1,1,1
1404784203,1,7,4,1,,1,2,1
1404784204,4,7,9,1,,1,1,1
1404784205,5,8,3,1,,2,1,1
1404784206,1,8,10,1,,1,1,1
1404784407,2,8,10,1,,3,1,1
1404784408,2,8,10,1,,1,1,1
1404784409,5,7,9,1,,1,1,1
1404784410,3,8,10,1,,1,1,1
1404784412,5,8,10,1,,1,2,1
1404784613,7,8,10,1,,1,1,1
1404784614,4,8,9,1,,1,1,1
1404784615,2,8,10,1,,1,1,1
1404784616,5,8,10,1,,2,1,1
1404784617,5,8,10,1,,1,2,1
1404784618,5,8,10,1,,1,1,1
1404784919,3,7,10,1,,1,1,1
1404784920,3,8,4,1,,1,2,1
1404784921,2,8,10,1,,1,1,1
1404784922,2,8,10,1,,1,1,1
1404784923,3,8,10,1,,2,2,1
1404784924,2,8,10,1,,1,1,1
1404785019,6,8,10,1,,1,1,1
1404785020,5,8,10,1,,1,1,1
1404785021,2,8,10,1,,1,1,1
1404785022,4,8,10,1,,1,1,1
1404785023,3,8,10,1,,1,1,1
1404785024,3,8,10,1,,1,1,1
1404785301,4,8,10,1,,1,1,1
1404785302,4,8,10,1,,1,1,1
1404785304,2,8,10,1,,1,1,1
1404785306,8,8,10,1,,1,1,1
1404785507,6,8,10,1,,1,1,1
1404785508,5,8,10,1,,1,1,1
1404785509,4,8,10,1,,1,1,1
1404785510,5,8,10,1,,1,1,1
1404785511,5,8,10,1,,1,1,1
1404785512,2,8,10,1,,1,1,1
1404785813,5,8,10,1,,1,1,1
1404785814,1,8,10,1,,1,2,1
1404785815,2,8,10,2,,1,1,1
1404785816,6,8,10,2,,1,1,1
1404785817,4,8,10,1,,1,1,1
1404785818,6,8,10,2,,1,1,1
1414786020,1,8,10,1,,1,1,1
1414786021,1,8,10,1,,1,1,1
1414786022,3,8,10,1,,1,1,1
1414786023,6,8,3,3,,1,1,1
1414786024,5,8,10,1,,1,1,2
1414786301,4,8,10,1,,1,1,1
1414786302,5,8,10,1,,1,1,1
1414786303,3,8,10,1,,1,1,1
1414786304,4,8,10,1,,1,1,1
1414786305,6,8,10,1,,1,1,1
1414786306,6,8,10,1,,1,1,2
1414786607,3,8,10,2,,1,2,2
1414786608,5,8,10,1,,1,1,2
1414786609,2,8,10,1,,1,1,2
1414786610,6,8,10,1,,1,1,1
1414786611,4,8,10,1,,1,1,1
1414786612,4,8,10,1,,1,1,1
1414786813,1,8,10,2,,1,2,2
1414786814,4,8,10,1,,1,1,1
1414786815,3,8,10,1,,1,1,1
1414786817,3,8,10,1,,1,1,1
1414786818,2,8,10,1,,1,2,1
1414787901,3,8,10,1,,3,1,1
1414787902,3,8,10,4,,2,1,1
1414787903,3,8,10,1,,3,1,1
1414787906,2,8,10,1,,2,1,1
1414788201,2,8,10,1,,1,1,1
1414788202,4,8,10,1,,2,2,2
1414788203,2,8,10,1,,3,1,1
1414788204,2,8,10,1,,2,1,1
1414788205,1,8,10,1,,2,1,1
1414789301,3,8,10,1,,2,1,1
1414789302,5,8,10,3,,2,2,1
1414789303,1,8,10,1,,2,1,1
1414789304,4,8,10,1,,2,1,1
1414789306,2,8,10,1,,2,1,1
1414790601,5,6,9,1,,1,2,1
1414790602,5,8,10,1,,1,1,1
1414790603,7,8,10,1,,1,1,1
1414790605,3,8,10,1,,1,2,1
1414790606,4,8,10,1,,1,1,1
1414791801,5,8,10,1,,1,1,1
1414791802,5,8,10,1,,1,1,1
1414791803,4,8,10,1,,1,1,1
1414791806,1,8,10,1,,1,1,1
1414792502,1,8,10,1,,2,1,1
1414792503,3,8,10,1,,3,1,1
1414792504,6,8,10,1,,2,1,1
1414793801,1,8,10,1,,1,1,1
1414793803,4,8,10,1,,1,1,1
1414793804,5,8,10,1,,1,1,1
1414793805,6,8,10,2,,1,1,1
1414793806,4,8,10,2,,1,1,1
1414794001,4,8,10,1,,1,1,1
1414794002,1,8,10,2,,1,1,1
1414794003,5,8,10,2,,1,1,1
1414794004,3,8,10,2,,1,1,1
1414794005,4,8,10,2,,1,1,1
1414794006,3,8,10,2,,1,1,1
1414795901,3,8,10,1,,3,1,1
1414795902,4,8,10,1,,3,1,1
1414795903,4,8,10,1,,2,1,1
1414795904,1,8,10,1,,2,1,1
1414796202,5,8,10,1,,1,1,1
1414796203,2,8,10,1,,1,1,2
1414796204,2,8,10,1,,1,1,1
1414797201,2,8,10,1,,1,1,1
1414797202,3,8,10,2,,1,2,1
1414797203,4,8,10,1,,1,1,1
1414797204,1,8,10,1,,1,1,1
1414797205,4,8,10,2,,1,2,1
1414798701,4,8,10,1,,1,1,1
1414798702,4,8,10,2,,1,1,1
1414798703,3,8,10,1,,1,1,1
1414798704,2,8,10,1,,1,1,1
1414798706,1,8,10,1,,1,1,1
1414799901,2,8,10,2,,1,2,1
1414799903,9,8,10,1,,1,1,1
1414799905,3,8,10,1,,1,1,1
1414799906,3,8,10,1,,1,1,1
1414800401,4,8,10,1,,1,1,1
1414800402,2,8,10,1,,1,1,1
1414800403,3,8,10,1,,1,1,1
1414800404,2,8,10,1,,1,1,1
1414800405,4,8,10,1,,1,1,1
1414801601,1,8,10,1,,1,1,1
1414801602,3,8,10,1,,1,1,1
1414801604,3,8,10,1,,1,1,1
1414801605,1,8,10,1,,1,1,1
1414802501,3,8,10,1,,1,1,1
1414802502,2,8,10,1,,1,1,1
1414802503,5,8,10,1,,1,1,1
1414802505,3,8,10,1,,1,1,1
1414802506,5,8,10,1,,1,1,1
1414803401,4,8,10,1,,1,1,1
1414803402,5,8,10,1,,1,1,1
1414803403,4,8,10,2,,1,1,1
1414803404,5,8,10,1,,1,1,1
1414804201,3,8,10,1,,1,1,1
1414804204,3,8,10,1,,1,1,1
1414804205,3,8,10,1,,1,1,1
1414804206,5,8,10,1,,1,1,1
1414805401,1,8,10,1,,1,1,1
1414805402,1,8,10,1,,1,1,1
1414805403,5,8,10,1,,1,1,1
1414805404,5,8,10,1,,1,1,1
1414805405,7,8,10,1,,1,1,1
1414805406,6,8,10,1,,1,1,1
1414806602,2,8,10,2,,1,1,1
1414806603,6,8,10,2,,1,1,1
1414806605,4,8,10,2,,1,1,1
1414806606,1,8,10,2,,1,1,1
1414807801,4,8,10,1,,1,1,1
1414807802,4,8,10,1,,1,1,1
1414807804,3,8,10,1,,1,1,1
1414807805,3,8,10,1,,1,1,1
1414807806,5,8,10,1,,1,1,1
1414808702,4,8,10,1,,1,1,1
1414808706,3,8,10,1,,1,1,1
1414809302,3,8,10,1,,1,1,1
1414809303,1,8,10,1,,4,1,1
1414809304,5,8,10,1,,2,1,1
1414809306,2,8,10,1,,2,1,1
1414810601,2,8,10,1,,1,1,1
1414810602,3,8,10,1,,1,1,1
1414810603,4,8,10,1,,1,1,1
1414810604,1,8,10,1,,1,1,1
1414810605,1,8,10,1,,1,1,1
1414810606,1,8,10,1,,1,1,1
1414811801,2,8,10,1,,1,1,1
