folioviv,tot_resid,mat_pared,mat_techos,ab_agua,agua_noe,dotac_agua,sanit_agua,drenaje
863216508,1,8,3,1,,1,1,1
863216510,6,8,3,2,,1,1,1
863216511,2,8,3,1,,1,1,1
863216512,2,8,3,1,,1,1,1
863216713,2,8,10,1,,1,1,1
863216714,2,8,3,1,,1,1,1
863216715,3,8,3,1,,1,1,1
863216716,4,8,3,1,,1,1,1
863216717,5,8,3,1,,1,1,1
863216718,4,6,3,1,,1,1,1
863216919,2,8,3,1,,1,1,1
863216920,2,8,3,2,,1,,5
863216921,2,8,3,1,,1,1,1
863216922,2,8,3,1,,1,3,5
863216923,5,8,3,2,,1,1,1
863216924,3,8,3,2,,1,1,2
863217201,4,8,3,1,,1,1,1
863217202,3,8,3,1,,1,1,1
863217203,5,8,3,1,,1,1,1
863217204,4,8,3,1,,1,1,1
863217205,2,8,3,1,,1,1,1
863217206,2,8,10,1,,1,1,1
863217407,7,8,3,1,,1,1,1
863217408,3,8,10,1,,1,1,1
863217409,4,8,3,1,,1,1,1
863217410,4,8,3,1,,1,1,1
863217411,1,8,3,1,,1,1,1
863217412,7,8,3,1,,1,1,1
863217613,1,8,3,1,,1,1,1
863217614,3,8,3,1,,1,1,1
863217615,3,8,3,1,,1,1,1
863217616,3,8,10,1,,1,1,1
863217617,3,8,10,1,,1,1,1
863217618,2,7,3,1,,1,1,1
863217819,6,8,10,1,,1,1,1
863217820,1,8,10,1,,1,1,1
863217821,1,6,10,1,,1,1,1
863217822,5,8,10,1,,1,1,1
863217823,4,8,3,1,,1,1,1
863217824,1,8,10,1,,1,1,1
863218019,3,8,3,1,,1,1,1
863218020,5,8,3,2,,1,1,1
863218021,1,8,3,1,,1,1,1
863218022,3,8,3,2,,1,1,1
863218024,4,8,10,1,,1,1,1
863218301,2,8,3,1,,1,1,1
863218302,4,7,3,1,,1,1,1
863218303,5,7,3,1,,1,1,1
863218304,3,7,3,1,,1,1,1
863218305,5,7,3,1,,1,1,1
863218306,4,8,3,1,,1,1,1
863218507,3,8,10,1,,1,1,1
863218508,3,7,3,1,,1,1,1
863218509,2,8,3,1,,1,1,1
863218510,3,8,10,1,,1,1,1
863218511,2,7,3,1,,1,1,1
863218512,5,8,3,1,,1,1,1
863218713,4,8,3,1,,1,1,1
863218714,2,8,10,1,,1,1,1
863218715,2,7,3,1,,1,1,1
863218716,3,8,3,1,,1,1,1
863218717,4,7,3,1,,1,1,1
863218718,5,8,3,1,,1,1,1
863219019,2,7,3,2,,2,1,2
863219020,4,7,3,,1,,3,5
863219021,3,7,3,,1,,3,2
863219022,5,7,3,,1,,3,2
863219023,2,7,3,,4,,3,5
863219024,2,7,3,,1,,3,5
863219301,5,7,3,,4,,3,5
863219302,4,7,3,2,,1,3,5
863219303,4,7,3,3,,1,3,2
863219304,3,7,3,3,,1,3,2
863219305,3,7,3,3,,1,3,2
863219507,7,7,3,2,,1,,5
863219508,2,6,3,2,,1,,5
863219509,3,7,3,2,,1,3,2
863219511,1,7,3,2,,1,3,2
863219512,4,7,3,2,,1,3,2
863219813,2,7,3,2,,1,3,5
863219814,2,7,3,1,,1,3,2
863219815,3,7,3,2,,1,3,5
863219816,8,7,3,2,,1,3,2
863219817,3,7,3,2,,1,3,5
863220019,2,7,3,2,,5,3,5
863220020,4,7,3,2,,5,3,5
863220021,5,7,3,2,,5,3,2
863220022,2,7,3,1,,4,3,5
863220023,5,7,3,2,,5,3,5
863220024,4,7,7,2,,5,3,5
863220301,1,7,3,7,,4,3,2
863220302,4,7,3,7,,5,3,2
863220303,2,7,3,7,,4,3,2
863220304,5,7,3,,1,,3,2
863220305,7,7,3,,1,,3,2
863220306,2,7,3,2,,5,3,5
863220607,4,7,3,2,,4,3,5
863220608,1,7,3,1,,1,,5
863220609,3,7,3,,4,,3,5
863220610,3,7,3,,4,,3,5
863220611,2,7,3,2,,5,1,2
863220612,1,8,3,2,,5,3,2
863220813,5,7,3,2,,2,3,5
863220814,4,7,3,2,,2,3,5
863220815,2,7,3,2,,3,3,5
863220816,1,7,3,,3,,3,5
863220817,4,7,3,2,,4,3,5
863220818,2,7,3,2,,1,3,5
863221202,1,7,3,2,,2,2,3
863221203,1,7,3,2,,2,2,3
863221204,3,7,3,2,,3,3,2
863221206,1,7,3,2,,3,2,2
863221507,1,8,10,1,,2,1,1
863221510,4,7,3,1,,5,1,1
863221511,2,7,3,1,,5,1,1
863221512,3,7,3,1,,5,1,1
863221713,4,7,3,1,,1,1,1
863221715,3,7,3,2,,2,1,1
863221716,4,7,3,2,,3,2,1
863221717,4,7,3,2,,2,1,1
863221718,7,7,3,2,,1,1,1
863221919,4,7,3,2,,4,3,5
863221920,3,7,3,2,,4,3,5
863221921,3,7,3,2,,4,3,5
863221922,4,7,3,2,,4,3,5
863221923,2,7,3,2,,4,,5
863221924,5,7,3,2,,4,3,5
903222401,2,8,10,1,,1,1,1
903222402,5,8,10,1,,1,1,1
903222405,2,8,10,1,,1,1,1
903222406,4,8,10,1,,1,1,1
903223604,3,8,10,1,,1,1,1
903223605,3,8,10,1,,1,1,1
903224801,2,8,10,1,,1,1,1
903224802,3,8,10,1,,1,1,1
903224803,2,8,10,1,,1,1,1
903224804,1,8,10,1,,1,1,1
903224806,3,8,10,1,,1,1,1
903225401,3,8,5,1,,1,2,1
903225402,1,8,10,1,,1,2,1
903225403,3,8,10,1,,4,1,1
903225405,3,8,10,1,,1,1,1
903225406,5,8,10,1,,1,1,1
903226001,2,8,10,1,,1,1,1
903226002,3,8,10,1,,2,1,1
903226003,4,8,10,1,,2,1,1
903226004,2,8,10,1,,1,1,1
903226005,1,8,10,1,,1,1,1
903227303,2,8,10,1,,1,1,1
903227304,3,8,10,1,,1,1,1
903227305,3,8,10,1,,1,1,1
903227306,5,8,4,1,,1,1,1
903228501,4,8,10,1,,2,1,1
903228502,5,8,10,1,,2,1,1
903228503,2,8,10,1,,1,1,1
903228505,4,8,10,1,,2,1,1
903228506,5,8,10,1,,3,1,1
903229001,5,8,10,,5,,2,1
903229003,4,8,10,1,,2,1,1
903229004,2,8,10,1,,1,1,1
903229005,5,8,10,1,,1,1,1
903229006,2,8,10,1,,1,1,1
903230301,3,8,10,1,,1,1,1
903230302,5,8,10,1,,1,1,1
903230303,3,8,10,1,,1,1,1
903230304,3,8,10,1,,2,1,1
903230305,4,8,10,1,,1,1,1
903231701,4,8,10,1,,1,1,1
903231703,3,8,10,1,,1,1,1
903231704,1,8,4,1,,1,1,1
903231705,5,8,10,1,,1,1,1
903232501,3,8,10,1,,1,1,1
903232503,1,8,10,1,,1,1,1
903233702,4,8,10,1,,1,1,1
903233703,5,8,10,1,,1,1,1
903233704,1,8,10,1,,1,1,1
903233705,3,8,10,1,,1,1,1
903233706,2,8,10,1,,1,1,1
903234902,1,8,10,1,,1,1,1
903234903,3,8,10,1,,1,1,1
903234904,2,8,10,1,,1,1,1
903234905,4,8,10,1,,1,1,1
903234906,5,8,10,1,,1,1,1
903235901,3,8,10,1,,1,1,1
903235902,2,8,10,1,,1,1,1
903235903,1,8,10,1,,1,1,1
903235904,2,8,10,1,,1,1,1
903235905,5,8,10,1,,1,1,1
903235906,2,8,10,1,,1,1,1
903236201,1,8,10,1,,2,1,1
903236202,3,8,10,1,,1,1,1
903236204,2,8,10,1,,1,1,1
903236205,2,8,10,1,,1,1,1
903237401,4,8,10,1,,1,1,1
903237402,3,8,10,1,,1,1,1
903237404,1,8,10,1,,1,1,1
903237405,4,8,10,1,,1,1,1
903237406,4,8,10,1,,1,1,1
903238202,4,8,10,1,,1,1,1
903238203,3,8,10,1,,1,1,1
903238204,3,8,10,1,,1,1,1
903238205,4,8,10,1,,1,1,1
903238206,2,8,10,1,,1,1,1
903239601,1,8,10,1,,1,1,1
903239603,7,8,10,1,,1,1,1
903239605,2,8,10,1,,1,1,1
903239606,1,8,10,1,,1,1,1
903240804,2,8,10,1,,1,1,1
903240805,5,8,10,1,,1,1,1
903240806,4,8,10,1,,1,1,1
903241001,4,8,10,1,,1,1,1
903241002,1,8,10,1,,1,1,1
903241004,1,8,10,1,,1,1,1
903241005,4,8,10,1,,1,1,1
903241006,2,8,10,1,,1,1,1
903242401,7,8,10,1,,1,1,1
903242402,2,8,10,1,,1,1,1
903242403,5,8,10,1,,1,1,1
903242404,4,8,10,1,,1,1,1
903242405,4,8,10,1,,1,1,1
903243601,3,8,10,1,,1,2,1
903243602,2,8,10,1,,1,1,1
903243603,2,8,10,1,,1,1,1
903243604,5,8,10,1,,1,1,1
903243605,5,8,10,1,,1,1,1
903243606,3,8,10,1,,1,1,1
903244302,3,8,10,1,,1,1,1
903244303,1,8,10,1,,1,1,1
903244304,3,8,10,1,,1,1,1
903244305,2,8,10,1,,1,1,1
903244306,2,8,10,1,,1,1,1
903245801,4,8,10,1,,1,1,1
903245802,4,8,10,1,,1,2,1
903245804,2,8,10,1,,2,1,1
903245805,2,8,10,1,,1,1,1
903245806,3,8,10,1,,2,1,1
903246501,1,8,10,1,,1,1,1
903246502,3,6,10,1,,1,1,1
903246504,4,8,10,1,,1,1,1
903246505,2,8,10,1,,1,1,1
903246506,1,8,10,1,,1,1,1
903247701,2,8,10,1,,1,1,1
903247702,2,8,10,1,,4,1,1
903247703,1,8,10,1,,1,1,1
903248901,1,8,10,1,,1,1,1
903248903,3,8,10,1,,1,1,1
903248904,2,8,10,1,,1,1,1
903248905,1,8,10,1,,1,1,1
903248906,2,8,10,1,,1,1,1
903249001,5,8,10,1,,1,1,1
903249006,4,8,10,1,,1,1,1
903250202,2,8,10,1,,1,1,1
903250203,4,8,10,1,,1,1,1
903250204,3,8,10,1,,1,1,1
903250205,2,8,10,1,,1,1,1
903251302,3,8,10,1,,1,1,1
903251303,3,8,10,1,,2,1,1
903251304,3,8,10,1,,1,1,1
903251305,5,8,10,1,,1,1,1
903252502,4,8,10,1,,1,1,1
903252503,1,8,10,1,,1,1,1
903252504,4,8,10,1,,1,1,1
903252505,2,8,10,1,,1,1,1
903253401,1,8,10,1,,1,1,1
903253402,2,8,10,1,,1,1,1
903253403,2,8,10,1,,1,1,1
903253404,2,8,10,1,,1,1,1
903253405,2,8,10,1,,1,2,1
903253406,2,8,10,1,,1,1,1
903254701,1,8,10,1,,2,1,1
903254702,1,8,10,1,,1,1,1
903254703,4,8,10,1,,1,1,1
903254704,3,8,10,1,,1,1,1
903254705,2,8,10,1,,1,1,1
903254706,5,8,10,1,,1,1,1
903255901,4,8,10,1,,2,1,1
903255903,4,8,10,1,,1,1,1
903255904,1,8,10,1,,1,1,1
903255905,5,8,10,1,,2,1,1
903255906,2,8,10,1,,1,1,2
903256601,6,8,10,1,,1,1,1
903256602,3,8,10,1,,1,1,1
903256603,2,8,10,1,,1,1,1
903256604,3,8,10,1,,1,1,1
903256605,4,8,10,1,,1,1,1
903256606,3,8,10,1,,1,1,1
903257801,2,8,10,1,,1,1,1
903257802,1,8,10,1,,1,1,1
903257803,3,8,10,1,,1,1,1
903257804,2,8,10,1,,1,1,1
903257805,2,8,10,1,,1,1,1
903258001,2,8,10,1,,1,1,1
903258002,2,8,10,1,,1,1,1
903258003,3,8,10,1,,1,1,1
903258004,3,8,10,1,,1,1,1
903258006,3,8,10,1,,1,1,1
903259301,2,8,10,1,,1,1,1
903259302,1,8,10,1,,1,1,1
903259303,2,8,10,1,,1,1,1
903259304,3,8,10,1,,1,1,1
903259305,3,8,10,1,,1,1,1
903259306,4,8,10,1,,1,1,1
903260501,2,8,10,1,,1,1,1
903260502,2,8,10,1,,1,1,1
903260503,2,8,10,1,,1,1,1
903260504,4,8,10,1,,1,1,1
903260505,2,8,10,1,,1,1,1
903261702,6,8,10,1,,1,1,1
903261703,4,8,10,1,,1,1,1
903261704,2,8,10,1,,1,1,1
903261706,4,8,10,1,,1,1,1
903262201,5,8,10,1,,1,1,1
903262202,5,8,10,1,,1,1,1
903262203,4,8,10,1,,1,1,1
903262204,1,8,10,1,,1,1,1
903262205,2,8,10,1,,1,1,1
903262206,5,8,10,1,,2,1,1
903263401,4,8,10,1,,1,1,1
903263402,4,8,10,1,,1,1,1
903263403,4,8,10,1,,1,1,1
903263404,9,8,10,1,,1,1,1
903263405,7,8,10,1,,1,1,1
903263406,5,8,10,1,,1,1,1
903264601,3,8,10,1,,1,1,1
903264602,4,8,10,1,,1,1,1
903264603,1,8,10,1,,1,1,1
903264604,1,8,10,1,,1,1,1
903265903,1,8,10,1,,1,1,1
903265904,2,8,10,1,,1,1,1
903265905,3,8,10,1,,1,1,1
903265906,1,8,10,1,,1,1,1
903266601,4,8,10,1,,3,1,1
903266602,3,8,10,1,,1,1,1
903266603,6,8,10,1,,2,1,3
903266604,4,8,10,1,,2,1,1
903266605,5,8,10,1,,3,1,3
903266606,2,8,10,1,,1,1,1
903267203,4,8,10,1,,2,1,2
903267204,5,8,10,1,,1,1,1
903267205,1,8,10,1,,1,1,1
903268001,2,8,10,1,,1,1,1
903268002,1,8,10,1,,1,1,1
903268004,3,8,10,1,,2,1,1
903268005,1,8,4,1,,1,1,1
903268006,4,8,4,1,,1,1,1
903269404,3,8,10,1,,1,1,1
903269406,2,8,10,1,,1,1,1
903270701,2,8,10,2,,1,1,1
903270702,3,8,10,2,,2,1,1
903270703,1,8,10,2,,2,1,1
903270704,3,8,10,2,,1,3,5
903270705,4,8,2,2,,3,2,1
903270706,2,8,10,2,,2,1,1
903271801,3,8,10,1,,1,1,1
903271802,1,8,10,1,,1,2,1
903271803,5,8,10,1,,1,1,1
903271804,1,8,10,1,,1,1,1
903271805,2,8,10,1,,1,1,1
903271806,4,8,10,1,,1,1,1
903272001,1,8,10,1,,1,1,1
903272002,3,8,10,1,,1,1,1
903272003,1,8,10,1,,1,1,1
903272004,3,8,10,1,,1,1,1
903272005,2,8,10,1,,1,1,1
903272006,2,8,10,1,,1,1,1
903273601,1,8,10,1,,1,1,1
903273602,4,8,10,1,,1,1,1
903273603,2,8,10,1,,1,1,1
903273605,1,8,10,1,,1,1,1
903273606,1,8,10,1,,1,1,1
903274301,5,8,10,1,,1,1,1
903274302,2,8,10,1,,1,2,1
903274303,4,8,10,1,,1,1,1
903274304,3,8,10,1,,1,1,1
903274305,4,8,10,1,,1,1,1
903275502,1,8,10,1,,1,1,1
903275503,4,8,10,1,,1,1,1
903275505,1,8,10,1,,1,1,1
903275506,3,8,10,1,,1,1,1
903276801,2,8,3,1,,1,2,1
903276802,8,8,10,1,,1,1,1
903276803,2,8,10,1,,1,1,1
903276804,1,8,10,1,,1,1,1
903276805,2,8,10,1,,1,2,1
903276806,1,8,10,1,,1,1,1
903277801,3,8,10,1,,1,1,1
903277802,10,8,10,1,,1,1,1
903277803,2,8,10,1,,1,1,1
903277804,2,8,10,1,,1,1,1
903277805,2,8,10,1,,1,1,1
903277806,3,8,10,1,,1,1,1
903278001,4,8,10,1,,1,1,1
903278002,3,8,10,1,,1,1,1
903278004,3,8,10,1,,1,1,1
903278005,2,8,10,1,,1,1,1
903279301,3,8,10,1,,1,1,1
903279302,3,8,10,1,,1,1,1
903279305,2,8,10,1,,1,1,1
903279306,3,8,10,1,,1,1,1
903280001,2,8,10,1,,1,1,1
903280002,2,8,10,1,,1,1,1
903280003,4,8,10,1,,1,1,1
903280004,5,8,10,1,,1,2,1
903280005,4,8,10,1,,1,2,1
903280006,1,8,10,1,,1,1,1
903281301,8,8,10,1,,1,2,1
903281302,3,8,10,1,,1,2,1
903281303,1,8,3,1,,1,1,1
903281304,5,8,10,1,,1,1,1
903281305,1,8,10,1,,1,2,1
903281306,2,8,10,1,,1,1,1
903282701,4,8,10,1,,1,1,1
903282702,5,8,10,1,,1,1,1
903282703,3,8,10,1,,2,1,1
903282704,3,8,10,1,,1,1,1
903282705,6,8,10,1,,2,1,1
903282706,4,3,3,1,,1,2,1
903283501,2,8,10,1,,2,1,1
903283502,4,8,10,1,,1,1,1
903283503,3,8,10,1,,1,1,1
903283504,6,8,10,1,,1,1,1
903283505,3,8,10,1,,1,1,1
903283506,3,8,10,1,,1,1,1
903284901,3,8,10,1,,1,1,1
903284902,3,8,10,1,,1,1,1
903284903,3,8,10,1,,1,1,1
903284904,2,8,10,1,,1,1,1
903284905,3,8,10,1,,1,1,1
903284906,5,8,10,1,,1,1,1
903285201,2,8,10,1,,1,1,1
903285202,3,8,10,1,,1,1,1
903285203,6,8,10,1,,1,1,1
903285204,5,8,10,1,,1,1,1
903285205,1,8,10,1,,1,1,1
903285206,2,8,10,1,,1,1,1
903286701,3,8,10,1,,2,2,1
903286703,4,8,10,1,,3,1,1
903286704,4,8,10,1,,2,1,1
903286705,4,8,10,1,,2,2,1
903286706,5,8,10,1,,2,1,1
903287901,4,8,10,1,,1,2,1
903287902,2,8,10,1,,1,1,1
903287903,2,8,10,1,,1,1,1
903287904,2,8,10,1,,2,1,1
903287905,5,8,10,1,,1,1,1
903287906,5,8,10,1,,1,2,1
903288203,3,8,10,1,,1,1,1
903288204,1,8,10,1,,2,2,1
903288205,2,8,10,1,,1,2,1
903288206,3,8,10,1,,1,2,1
903289501,2,8,10,1,,1,1,1
903289502,4,8,10,1,,1,1,1
903289503,1,8,10,1,,1,1,1
903289504,2,8,10,1,,1,1,1
903289505,3,8,10,1,,1,1,1
903289506,8,8,10,1,,1,1,1
903290401,2,8,10,1,,1,1,1
903290402,2,8,10,1,,1,1,1
903290403,1,8,10,1,,1,1,1
903290404,4,8,10,1,,2,1,1
903290405,2,8,10,1,,1,1,1
903290406,1,8,10,1,,1,1,1
903291401,4,8,10,1,,1,1,1
903291402,3,8,10,1,,1,1,1
903291403,2,8,10,1,,1,2,1
903291404,3,8,10,1,,1,1,1
903291405,1,8,10,1,,1,1,1
903291406,3,8,10,1,,1,1,1
903292601,6,8,10,1,,1,1,1
903292602,2,8,10,1,,1,1,1
903292603,7,8,10,1,,1,1,1
903292604,2,8,10,1,,1,1,1
903292605,2,8,10,1,,1,1,1
903292606,4,8,10,1,,1,1,1
903293801,3,8,10,1,,2,1,1
903293802,1,8,10,1,,1,1,1
903293803,2,8,10,1,,1,1,1
903293804,1,8,10,1,,1,1,1
903293805,4,8,10,1,,2,1,1
903293806,4,8,10,1,,1,1,1
903294701,3,8,10,1,,1,1,1
903294702,4,8,10,1,,1,1,1
903294703,3,8,10,1,,1,1,1
903294704,7,8,10,1,,1,1,1
903294705,4,8,10,1,,1,1,1
903294706,2,8,10,1,,1,1,1
903295001,3,8,10,1,,1,1,1
903295002,2,8,10,1,,1,1,1
903295003,2,8,10,1,,1,1,1
903295004,3,8,10,1,,1,1,1
903295005,3,8,10,1,,1,1,1
903295006,4,8,10,1,,1,1,1
903296301,2,8,10,1,,1,1,1
903296303,1,8,10,1,,1,1,1
903296304,7,8,10,1,,1,1,1
903296305,1,8,10,1,,1,1,1
903296306,7,8,10,1,,1,1,1
903297501,3,8,10,1,,1,2,1
903297502,2,8,10,1,,1,1,1
903297503,3,8,10,1,,1,1,1
903297504,2,8,10,1,,1,2,1
903297505,3,8,10,1,,1,2,1
903297506,3,8,10,1,,1,1,1
903298901,2,8,10,2,,1,1,1
903298902,3,8,10,2,,1,1,1
903298903,3,8,10,2,,1,1,1
903298904,4,8,10,2,,1,1,1
903298905,2,8,10,2,,1,1,1
903299601,2,8,10,1,,1,1,1
903299602,3,8,10,1,,1,1,1
903299603,3,8,10,1,,1,1,1
903299604,1,8,10,1,,1,1,1
903299605,2,8,10,1,,1,1,1
903299606,6,8,10,1,,1,1,1
903300701,5,8,10,1,,1,1,1
903300702,2,8,10,1,,1,1,1
903300703,5,8,10,1,,1,1,1
903300704,3,8,10,1,,1,1,1
903300705,7,8,10,1,,1,1,1
903300706,3,8,10,1,,1,1,1
903301902,4,8,10,1,,1,1,1
903301903,1,8,10,1,,1,1,1
903301904,1,8,10,1,,1,1,1
903301905,9,8,10,1,,1,1,1
903302201,1,8,10,1,,1,1,1
903302202,4,8,10,1,,1,1,1
903302203,1,8,10,1,,1,1,1
903302204,1,8,10,1,,1,1,1
903302205,2,8,10,1,,1,1,1
903302206,2,8,10,1,,1,1,1
903303201,10,8,10,1,,1,1,1
903303204,2,8,10,1,,1,2,1
903303205,5,8,10,1,,1,2,1
903303206,2,8,10,1,,1,1,1
903304801,1,8,10,1,,1,1,1
903304802,1,8,10,1,,1,1,1
903304803,5,8,10,1,,1,1,1
903304804,3,8,10,1,,1,1,1
903304805,6,8,10,1,,1,1,1
903304806,6,8,10,1,,1,1,1
903305401,5,8,10,1,,1,1,1
903305402,3,8,10,1,,1,1,1
903305403,5,8,10,1,,1,1,1
903305404,8,8,10,1,,1,1,1
903305405,2,8,10,1,,1,1,1
903305406,2,8,10,1,,1,1,1
903306401,3,8,10,1,,1,1,1
903306403,1,8,10,1,,1,1,1
903306404,4,8,10,1,,1,1,1
903306405,1,8,10,1,,1,1,1
903306406,4,8,10,1,,1,2,1
903307601,3,8,10,1,,1,1,1
903307602,2,8,10,1,,1,1,1
903307603,1,8,10,1,,1,1,1
903307605,5,8,10,1,,1,2,1
903307606,1,8,10,1,,1,1,1
903308602,4,8,10,1,,1,1,1
903308603,3,8,10,1,,1,1,1
903308604,2,8,10,1,,1,1,1
903308605,5,8,10,1,,1,1,1
903308606,2,8,10,1,,1,1,1
903309801,2,8,10,1,,1,1,1
903309802,4,8,10,1,,1,1,1
903309803,4,8,10,1,,1,1,1
903309804,1,8,10,1,,1,1,1
903309805,4,8,10,1,,1,1,1
903309806,3,8,10,1,,1,1,1
903310001,4,8,10,1,,1,1,1
903310002,4,8,10,1,,1,1,1
903310003,1,8,10,1,,1,1,1
903310004,1,8,10,1,,1,1,1
903310006,7,8,10,1,,1,1,1
903311801,1,8,4,1,,1,1,1
903311804,2,8,10,1,,1,1,1
903311805,3,8,10,1,,1,1,1
903311806,2,8,10,1,,1,1,1
903312001,1,8,10,1,,1,1,1
903312002,2,8,10,1,,1,1,1
903312003,1,8,10,1,,1,1,1
903312004,2,8,4,1,,1,2,1
903312005,6,8,10,1,,1,1,1
903312006,3,8,10,1,,1,1,1
903313301,4,8,10,1,,1,1,1
903313302,4,8,10,1,,1,1,1
903313303,4,8,10,1,,1,1,1
903313304,1,8,10,1,,1,1,1
903313305,1,8,10,1,,1,1,1
903313306,6,8,10,1,,2,1,1
903314301,3,8,10,1,,1,1,1
903314302,2,8,10,1,,1,1,1
903314303,4,8,10,1,,1,1,1
903314304,1,8,10,1,,1,1,1
903315501,3,8,10,1,,1,1,1
903315502,2,8,10,1,,2,1,1
903315503,5,8,10,1,,1,1,1
903315505,6,8,10,1,,2,1,1
903315506,3,8,10,1,,1,1,1
903316001,4,8,10,1,,1,1,1
903316002,2,8,10,1,,1,1,1
903316003,4,8,10,1,,1,1,1
903316005,3,8,10,1,,1,1,1
903316006,3,8,10,1,,1,1,1
903317501,4,8,10,1,,2,2,1
903317502,6,8,10,1,,1,2,1
903317504,4,8,10,1,,1,1,1
903317505,3,8,10,1,,1,1,1
903318301,3,8,10,1,,3,2,1
903318302,6,8,10,1,,3,1,1
903318303,1,8,10,1,,2,1,1
903318306,3,8,5,1,,3,2,1
903319503,2,8,10,1,,1,1,1
903319504,2,8,10,1,,2,1,1
903319505,4,8,10,1,,1,1,1
903319506,2,8,10,1,,1,1,1
903320701,2,8,10,1,,1,1,1
903320702,4,8,10,1,,1,1,1
903320703,1,8,10,1,,1,1,1
903320704,7,8,10,1,,1,1,1
903320705,2,8,10,1,,1,1,1
903321901,5,8,10,1,,1,1,1
903321902,2,8,10,1,,1,1,1
903321903,2,8,10,1,,1,1,1
903321905,3,8,10,1,,1,1,1
903321906,2,8,10,1,,1,1,1
903322201,3,8,10,1,,1,1,1
903322202,1,8,10,1,,1,1,1
903322203,1,8,10,1,,4,1,1
903322204,1,8,10,1,,1,1,1
903322205,1,8,10,1,,1,1,1
903322206,1,8,10,1,,1,1,1
903323701,4,8,10,1,,1,1,1
903323702,2,8,10,1,,1,1,1
903323703,1,8,10,1,,1,1,1
903323704,3,8,10,1,,1,1,1
903323705,3,8,10,1,,1,1,1
903323706,2,8,10,1,,1,2,1
903324901,4,8,10,1,,1,2,1
903324902,2,8,10,2,,1,1,1
903324903,2,8,10,1,,3,1,1
903324904,4,8,10,1,,1,1,1
903324905,2,8,10,1,,1,1,1
903324906,1,8,10,1,,1,1,1
903325201,3,8,3,1,,1,1,1
903325202,1,6,1,1,,1,2,1
903325204,4,8,10,1,,1,1,1
903325205,5,8,10,1,,1,1,1
903325206,2,8,10,1,,1,1,1
903326401,3,8,10,1,,1,1,1
903326402,3,8,10,1,,1,1,1
903326403,3,8,10,1,,5,2,1
903326404,4,8,10,1,,1,1,1
903326405,4,8,10,1,,1,1,1
903326406,5,8,10,1,,1,1,1
903327401,7,8,10,1,,1,1,1
903327403,9,8,10,1,,1,1,1
903327405,4,8,10,1,,1,1,1
903327406,5,8,10,1,,1,1,1
903328601,4,8,10,1,,2,1,1
903328602,1,8,10,1,,1,1,1
903328603,3,8,10,1,,2,1,1
903328604,1,8,10,1,,1,1,1
903328605,5,8,10,1,,1,1,1
903328606,1,8,10,1,,1,1,1
903329801,3,8,10,1,,1,1,1
903329802,9,8,10,1,,1,1,1
903329803,3,8,10,1,,1,1,1
903329804,2,8,10,1,,1,1,1
903329805,2,8,10,1,,1,1,1
903329806,5,8,10,1,,1,1,1
903330001,3,8,10,1,,1,1,1
903330002,3,8,10,1,,1,1,1
903330003,5,8,10,1,,1,1,1
903330004,2,8,10,1,,1,1,1
903330006,4,8,10,1,,1,1,1
903331301,3,8,10,1,,1,1,1
903331303,2,8,10,1,,3,1,1
903331304,4,8,10,1,,1,1,1
903331305,6,8,10,1,,1,1,1
903331306,4,8,10,1,,1,1,1
903332501,5,8,10,1,,1,1,1
903332502,4,8,10,1,,1,1,1
903332503,3,8,10,1,,1,1,1
903332504,2,8,10,1,,1,1,1
903332505,3,8,10,1,,2,1,1
903333701,4,8,10,1,,1,1,1
903333702,3,8,10,1,,2,1,1
903333703,1,8,4,1,,2,1,1
903333704,4,8,10,1,,1,1,1
903333705,6,8,10,1,,2,1,1
903333706,2,8,10,1,,1,1,1
903334701,2,8,10,1,,1,1,1
903334702,1,8,10,1,,1,1,1
903334703,3,8,10,1,,1,1,1
903334704,4,8,10,1,,1,1,1
903334705,1,8,10,1,,1,1,1
903335901,2,8,4,1,,1,1,1
903335902,5,8,10,1,,1,1,1
903335903,5,8,10,1,,1,1,1
903335904,2,8,10,1,,1,1,1
903335905,1,8,10,1,,1,1,1
903335906,4,8,10,1,,1,1,1
903336902,2,8,10,1,,2,2,1
903336903,6,8,10,1,,4,2,1
903336904,2,8,10,1,,1,1,1
903336905,4,8,10,1,,4,1,1
903336906,4,8,10,1,,1,1,1
903337201,1,8,10,1,,3,1,1
903337202,3,8,10,1,,1,1,1
903337203,6,8,10,1,,1,1,1
903337205,2,8,10,1,,3,1,1
903337206,1,8,10,1,,1,1,1
903338201,1,8,10,1,,2,1,1
903338202,7,8,10,1,,3,1,1
903338203,5,8,10,1,,4,1,1
903338204,4,8,10,1,,1,1,1
903338205,7,8,10,1,,4,1,1
903338206,1,8,10,1,,2,1,1
903339401,3,8,10,1,,3,1,1
903339402,3,8,10,1,,3,1,1
903339403,2,8,10,1,,3,1,1
903339404,2,8,10,1,,3,1,1
903339405,7,8,10,1,,3,1,1
903339406,4,8,10,1,,4,2,1
903340401,1,8,10,1,,1,1,1
903340402,4,8,4,1,,2,2,1
903340403,1,8,10,1,,2,1,1
903340404,4,8,10,1,,1,2,1
903340405,1,8,10,1,,2,1,1
903340406,4,8,10,1,,2,1,1
903341601,3,8,10,1,,4,2,1
903341602,3,8,10,1,,3,2,1
903341603,9,8,10,1,,3,2,1
903341605,3,8,10,1,,4,1,1
903341606,3,8,4,1,,5,2,1
