folioviv,camb_clim,climate_vulnerability_intensity
401220506,1,8
401221701,0,0
401221703,0,0
401222601,0,0
401222602,0,0
401222604,0,0
401222606,0,0
401223902,0,0
401223903,0,0
401223904,0,0
401223905,0,0
401223906,0,0
401224201,0,0
401224203,0,0
401224204,0,0
401224205,0,0
401224206,0,0
401225401,0,0
401225403,0,0
401225404,0,0
401225406,1,8
401226901,0,0
401226903,0,0
401226904,0,0
401226905,0,0
401226906,0,0
401227201,0,0
401227202,1,8
401227203,0,0
401227204,0,0
401227205,0,0
401227206,0,0
401228801,0,0
401228802,0,0
401228804,0,0
401228805,0,0
401228806,0,0
401229601,0,0
401229602,0,0
401229605,0,0
401229606,0,0
401230401,0,0
401230402,1,8
401230404,0,0
401230405,0,0
401230406,1,8
401231601,0,0
401231602,0,0
401231604,0,0
401231605,1,8
401231606,0,0
401232801,0,0
401232802,0,0
401232803,0,0
401232804,0,0
401232806,0,0
401233601,0,0
401233603,0,0
401233604,0,0
401233605,0,0
401234003,0,0
401234004,0,0
401234005,0,0
401234006,0,0
401235301,0,0
401235302,0,0
401235303,0,0
401235304,0,0
401235305,0,0
401235306,0,0
401236801,0,0
401236802,0,0
401236803,0,0
401236804,0,0
401236805,0,0
401236806,0,0
401237002,0,0
401237003,0,0
401237005,0,0
401237006,0,0
401238801,0,0
401238802,0,0
401238803,0,0
401238804,0,0
401238805,0,0
401238806,0,0
401239301,0,0
401239301,0,0
401239302,0,0
401239303,0,0
401239304,0,0
401239305,0,0
401239306,0,0
401240501,1,8
401240502,0,0
401240503,0,0
401240504,0,0
401240505,0,0
401240506,0,0
401241701,0,0
401241702,0,0
401241704,0,0
401241706,0,0
401242901,0,0
401242903,0,0
401242904,0,0
401243201,0,0
401243202,1,8
401243202,1,8
401243203,0,0
401243204,0,0
401243206,0,0
401244401,0,0
401244402,0,0
401244404,0,0
401244405,0,0
401244406,0,0
401245601,0,0
401245602,0,0
401245603,0,0
401245604,0,0
401245605,0,0
401245606,0,0
401246801,0,0
401246802,0,0
401246803,0,0
401246804,0,0
401246805,0,0
401246806,0,0
401247501,1,9
401247502,0,0
401247503,1,8
401247504,0,0
401248702,0,0
401248703,0,0
401248704,0,0
401248705,0,0
401249001,0,0
401249002,0,0
401249003,0,0
401249004,0,0
401250302,0,0
401250303,0,0
401250304,0,0
401250305,0,0
401250306,0,0
401251901,0,0
401251902,0,0
401251903,0,0
401251904,0,0
401251905,0,0
401251906,0,0
401252201,0,0
401252202,0,0
401252203,0,0
401252204,0,0
401252205,1,8
401252206,0,0
401253401,0,0
401253402,0,0
401253403,0,0
401253404,0,0
401253405,0,0
401253406,0,0
401254501,1,8
401254502,1,8
401254503,1,8
401254505,0,0
401255701,0,0
401255702,1,8
401255704,0,0
401255705,0,0
401255706,0,0
401256601,0,0
401256601,0,0
401256601,0,0
401256602,0,0
401256603,0,0
401256605,0,0
401256606,0,0
401257801,0,0
401257802,0,0
401257803,0,0
401257804,0,0
401257805,0,0
401257806,0,0
401258001,0,0
401258002,0,0
401258003,0,0
401258004,0,0
401258005,0,0
401258006,0,0
401259301,0,0
401259303,0,0
401259304,0,0
401259305,0,0
401259306,0,0
401260901,0,0
401260902,0,0
401260904,0,0
401260905,0,0
401260906,0,0
401261201,0,0
401261201,0,0
401261202,0,0
401261203,0,0
401261204,0,0
401261205,0,0
401262401,0,0
401262402,0,0
401262402,0,0
401262404,0,0
401262404,0,0
401262405,0,0
401263001,0,0
401263002,0,0
401263003,0,0
401263004,1,8
401263005,0,0
401263006,0,0
401264501,0,0
401264502,0,0
401264503,0,0
401264504,0,0
401264505,0,0
401264506,0,0
401265301,0,0
401265302,0,0
401265303,0,0
401265304,0,0
401265305,0,0
401265306,0,0
401266602,0,0
401266603,0,0
401266605,0,0
401267801,0,0
401267802,0,0
401267803,0,0
401267805,0,0
401267806,0,0
401268902,0,0
401268903,0,0
401268904,0,0
401268905,0,0
401268906,0,0
401269201,0,0
401269202,0,0
401269203,0,0
401269204,0,0
401269205,0,0
401269206,0,0
401270601,0,0
401270602,0,0
401270603,0,0
401270604,0,0
401270605,1,8
401270606,0,0
401271501,0,0
401271502,0,0
401271503,0,0
401271504,0,0
401271505,0,0
401271506,0,0
401272701,0,0
401272702,0,0
401272703,0,0
401272704,0,0
401272705,0,0
401272706,0,0
401273901,0,0
401273902,0,0
401273904,0,0
401273905,0,0
401273906,0,0
401274201,0,0
401274202,0,0
401274203,0,0
401274204,0,0
401274206,0,0
401275402,0,0
401275403,0,0
401275404,0,0
401275405,0,0
401275406,1,8
401276001,0,0
401276003,0,0
401276004,0,0
401277301,0,0
401277302,0,0
401277303,0,0
401277304,0,0
401277305,0,0
401277306,0,0
401278801,1,8
401278803,0,0
401278804,0,0
401278804,0,0
401278805,0,0
401278806,0,0
401279601,0,0
401279602,0,0
401279605,0,0
401280801,0,0
401280802,0,0
401280803,0,0
401280804,0,0
401280805,0,0
401280806,0,0
401281002,0,0
401281003,0,0
401281004,0,0
401281005,0,0
401281006,0,0
401282701,0,0
401282703,0,0
401282704,0,0
401282705,0,0
401282706,0,0
401283901,0,0
401283902,0,0
401283903,0,0
401283905,0,0
401283906,0,0
401284301,0,0
401284302,0,0
401284303,0,0
401284304,1,8
401284305,1,8
401284306,0,0
401285501,0,0
401285503,0,0
401285504,0,0
401285506,0,0
401286001,0,0
401286003,0,0
401286004,0,0
401286005,1,8
401287301,0,0
401287302,0,0
401287303,0,0
401287304,0,0
401287305,0,0
401287306,1,8
401288702,0,0
401288703,0,0
401288704,0,0
401288705,1,8
401289901,0,0
401289902,0,0
401289903,0,0
401289904,0,0
401289905,0,0
401290202,0,0
401290203,0,0
401290204,0,0
401290206,0,0
401291401,0,0
401291402,0,0
401291403,0,0
401291405,0,0
401291406,0,0
401292302,1,8
401292303,0,0
401292304,0,0
401292305,0,0
401292306,0,0
401293501,0,0
401293502,0,0
401293503,0,0
401293504,0,0
401293505,0,0
401293506,0,0
401294601,0,0
401294602,0,0
401294603,0,0
401294604,1,8
401294605,0,0
401294606,0,0
401295501,0,0
401295502,0,0
401295503,1,8
401295504,0,0
401296801,0,0
401296802,0,0
401296803,0,0
401296804,1,8
401296805,0,0
401297801,0,0
401297802,0,0
401297803,0,0
401297804,0,0
401297805,0,0
401297806,0,0
401298701,0,0
401298702,0,0
401298703,0,0
401298705,0,0
401298706,0,0
401299001,1,8
401299002,0,0
401299003,0,0
401299004,0,0
401299006,0,0
401300703,0,0
401300704,0,0
401300705,0,0
401300706,0,0
401301901,0,0
401301902,0,0
401301903,0,0
401301904,0,0
401301906,0,0
401302902,0,0
401302904,0,0
401302905,0,0
401303301,0,0
401303302,0,0
401303303,0,0
401303304,0,0
401303305,0,0
401304002,0,0
401304003,1,8
401304004,0,0
401304005,0,0
401304006,0,0
401305201,0,0
401305202,0,0
401305203,0,0
401305204,0,0
401305206,0,0
401306301,0,0
401306302,1,8
401306304,1,8
401306305,1,8
401306306,0,0
401307403,0,0
401308601,0,0
401308602,0,0
401308603,0,0
401308604,0,0
401308605,1,8
401309801,0,0
401309802,0,0
401309803,0,0
401309805,0,0
401310201,0,0
401310202,0,0
401310204,0,0
401310205,0,0
401310206,0,0
401311402,0,0
401311403,1,8
401311404,0,0
401311405,0,0
401311406,1,8
401312501,0,0
401312502,0,0
401312503,0,0
401312504,0,0
401312505,0,0
401312506,0,0
401313601,0,0
401313603,0,0
401313604,0,0
401313605,0,0
401313606,0,0
401314801,0,0
401314804,0,0
401314805,0,0
401314806,0,0
401315501,0,0
401315502,0,0
401315503,0,0
401315504,0,0
401315505,0,0
401315506,1,8
401316001,0,0
401316003,0,0
401316004,0,0
401316005,0,0
401316006,0,0
401317301,0,0
401317302,0,0
401317303,0,0
401317306,0,0
401318701,0,0
401318703,0,0
401318704,0,0
401318705,0,0
401318706,1,8
401319901,0,0
401319902,0,0
401319903,0,0
401319904,0,0
401319905,0,0
401319906,1,8
401320501,0,0
401320502,0,0
401320502,0,0
401320502,0,0
401320502,0,0
401320503,1,8
401320504,0,0
401320504,0,0
401320505,0,0
401320506,0,0
401321201,0,0
401321202,0,0
401321203,0,0
401321204,0,0
401321204,0,0
401321205,0,0
401321206,0,0
401322701,0,0
401322702,0,0
401322703,0,0
401322704,0,0
401322705,0,0
401322706,0,0
401323701,0,0
401323702,1,8
401323703,1,8
401323704,0,0
401323705,0,0
401323706,1,8
401324401,0,0
401324402,0,0
401324404,0,0
401324406,0,0
401325901,1,8
401325902,0,0
401325905,0,0
401325906,0,0
401326201,0,0
401326203,1,8
401326204,0,0
401326205,0,0
401326206,0,0
401327601,0,0
401327602,0,0
401327604,0,0
401327605,0,0
401327606,0,0
401328001,0,0
401328002,0,0
401328005,0,0
401329401,0,0
401329402,0,0
401329403,0,0
401329404,1,8
401329405,1,8
401329406,0,0
401330802,0,0
401330804,0,0
401330805,0,0
401330805,0,0
401330806,0,0
401331001,1,8
401331002,1,8
401331004,0,0
401331005,1,8
401331006,1,8
401332301,1,8
401332302,0,0
401332306,0,0
401333502,0,0
401333504,0,0
401333505,0,0
401334601,0,0
401334602,0,0
401334603,0,0
401334604,0,0
401334605,1,8
401334606,1,8
401335701,0,0
401335703,0,0
401335705,0,0
401335706,0,0
401336301,0,0
401336302,1,9
401336303,0,0
401336304,0,0
401336305,0,0
401336306,0,0
401337801,0,0
401337802,0,0
401337803,0,0
401337804,0,0
401337805,0,0
401337806,0,0
401338901,1,8
401338902,0,0
401338903,0,0
401338904,0,0
401338905,0,0
401339901,0,0
401339902,0,0
401339903,0,0
401339904,0,0
401339905,0,0
401339906,0,0
401340001,0,0
401340002,0,0
401340003,0,0
401340004,0,0
401340006,0,0
401341301,0,0
401341302,1,8
401341303,0,0
401341304,0,0
401341305,0,0
401342202,1,8
401342203,0,0
401342204,1,8
401342205,0,0
401342206,1,8
401343501,0,0
401343502,0,0
401343503,0,0
401343504,0,0
401343505,0,0
401343506,0,0
401344204,0,0
401345501,0,0
401345502,0,0
401345503,0,0
401345504,0,0
401345505,0,0
401345506,0,0
401346702,0,0
401346704,0,0
401346705,0,0
401346706,0,0
401347901,0,0
401347901,0,0
401347901,0,0
401347902,0,0
401347903,0,0
401347904,0,0
401347905,0,0
401347906,0,0
401348401,0,0
401348402,0,0
401348403,0,0
401348404,0,0
401348405,0,0
401348406,0,0
401349201,0,0
401349203,0,0
401349204,0,0
401349205,0,0
401349206,0,0
401350401,0,0
401350402,1,8
401350404,0,0
401350406,0,0
401350406,0,0
401351401,0,0
401351402,0,0
401351403,0,0
401351404,0,0
401351405,0,0
401351406,0,0
401352601,0,0
401352604,0,0
401352605,0,0
401352606,0,0
401353801,0,0
401353802,0,0
401353803,0,0
401353804,0,0
401353805,1,8
401353805,0,0
401353806,1,8
401354701,0,0
401354702,0,0
401354703,0,0
401354704,0,0
401354706,0,0
401355601,0,0
401355603,0,0
401355605,0,0
401356001,0,0
401356002,1,8
401356003,0,0
401356004,0,0
401356005,0,0
401357301,0,0
401357302,0,0
401357303,0,0
401357304,0,0
401357305,0,0
401357306,1,8
401358901,1,8
401358902,0,0
401358903,1,8
401358905,0,0
401359501,1,8
401359502,0,0
401359503,0,0
401359504,0,0
401359505,0,0
401360201,0,0
401360202,1,8
401360203,0,0
401360204,0,0
401360205,1,8
401360206,0,0
401361801,0,0
401361802,1,8
401361803,0,0
401361805,0,0
401361806,0,0
401362001,0,0
401362002,0,0
401362004,0,0
401362006,0,0
401363701,1,8
401363702,0,0
401363703,0,0
401363704,0,0
401363705,0,0
401363706,0,0
401364401,1,8
401364402,0,0
401364403,0,0
401364404,0,0
401364405,0,0
401364406,0,0
401365601,0,0
401365602,0,0
401365603,0,0
401365604,0,0
401365605,0,0
401366901,0,0
401366902,0,0
401366903,0,0
401366904,0,0
401366905,0,0
401367201,0,0
401367202,0,0
401367203,0,0
401367204,0,0
401367205,0,0
401367206,0,0
401368019,0,0
401368021,0,0
401368022,0,0
401368024,0,0
401368301,0,0
401368302,0,0
401368303,0,0
401368304,0,0
401368305,0,0
401368306,0,0
401368507,1,8
401368508,0,0
401368509,0,0
401368510,1,8
401368511,0,0
401368512,0,0
401368713,1,8
401368714,0,0
401368715,1,8
401368716,1,9
401368717,0,0
401368718,0,0
401369801,0,0
401369802,0,0
401369804,0,0
401369805,0,0
401370401,0,0
401370402,0,0
401370403,1,8
401370404,0,0
401370405,0,0
401370406,0,0
401371601,0,0
401371602,0,0
401371602,0,0
401371603,0,0
401371604,0,0
401371605,0,0
401371606,0,0
401372601,0,0
401372602,0,0
401372603,0,0
401372604,0,0
401372605,0,0
401372606,0,0
401373803,0,0
401373804,1,8
401373805,0,0
401373806,0,0
401374801,0,0
401374802,0,0
401374803,0,0
401374804,0,0
401374805,0,0
401374806,0,0
401375001,0,0
401375002,0,0
401375003,0,0
401375004,0,0
401375005,0,0
401375006,0,0
401376002,0,0
401376003,0,0
401376004,0,0
401376005,0,0
401376006,0,0
401376006,0,0
401377301,0,0
401377303,0,0
401377304,0,0
401377305,0,0
401377306,0,0
401378001,0,0
401378002,0,0
401378003,0,0
401378004,0,0
401378005,0,0
401379501,0,0
401379502,0,0
401379503,1,8
401379504,0,0
401379506,0,0
401380701,0,0
401380702,0,0
401380703,0,0
401380704,0,0
401380704,1,8
401380705,0,0
401380706,0,0
401381901,1,8
401381902,0,0
401381904,0,0
401381905,0,0
401381906,0,0
401382201,0,0
401382202,0,0
401382204,0,0
401382205,0,0
401382206,1,8
401383201,1,8
401383202,0,0
401383203,0,0
401383204,0,0
401383205,1,8
401383206,0,0
401383407,0,0
401383408,0,0
401383409,0,0
401383410,1,8
401383411,1,8
401383412,0,0
401383713,1,8
401383714,0,0
401383715,1,8
401383716,0,0
401383717,1,8
401383718,0,0
401383919,0,0
401383920,0,0
401383921,1,8
401383923,0,0
401383924,0,0
401384201,0,0
401384202,0,0
401384203,0,0
401384204,0,0
401384205,0,0
401384206,1,8
401384407,0,0
401384408,0,0
401384409,1,8
401384410,0,0
401384411,0,0
401384412,0,0
401384613,0,0
401384614,0,0
401384615,0,0
401384616,0,0
401384617,1,8
401384618,0,0
401384919,1,8
401384921,0,0
401384922,0,0
401384923,0,0
401384924,1,8
401385019,0,0
401385020,1,8
401385021,1,8
401385022,0,0
401385024,0,0
401385301,1,8
401385302,0,0
401385303,1,8
401385304,0,0
401385305,1,8
401385306,1,8
401385507,0,0
401385508,0,0
401385509,1,8
401385510,1,8
401385511,0,0
401385512,0,0
401385813,0,0
401385814,0,0
401385815,0,0
401385816,0,0
401385817,1,8
401385818,0,0
401386301,0,0
401386302,1,8
401386303,1,8
401386507,1,8
401386508,1,8
401386509,1,8
401386510,0,0
401386511,0,0
401386512,1,8
401386713,1,8
401386714,0,0
401386715,1,9
401386716,1,8
401386717,0,0
401386718,1,8
401386919,1,8
401386921,0,0
401386923,1,8
401386924,1,8
401387401,0,0
401387402,1,8
401387403,0,0
401387404,0,0
401387405,0,0
401387406,0,0
401388601,0,0
401388602,0,0
401388605,0,0
401388606,0,0
401389201,0,0
401389202,0,0
401389203,0,0
401389205,0,0
401389206,0,0
401389407,0,0
401389408,0,0
401389409,0,0
401389410,0,0
401389411,1,8
401389412,1,8
401389613,0,0
401389614,0,0
401389615,0,0
401389616,0,0
401389617,0,0
401389618,0,0
401389819,1,8
401389820,0,0
401389821,0,0
401389822,0,0
401389823,0,0
401389824,1,8
401390019,0,0
401390020,0,0
401390021,0,0
401390023,0,0
401390024,0,0
401390301,0,0
401390302,0,0
401390303,1,8
401390304,0,0
401390305,0,0
401390306,0,0
401390607,0,0
401390608,1,8
401390609,0,0
401390610,0,0
401390612,1,8
401390813,0,0
401390814,1,8
401390815,1,8
401390816,0,0
401390817,0,0
401390818,0,0
401391201,0,0
401391202,0,0
401391203,0,0
401391204,0,0
401391205,0,0
401391206,0,0
401391407,0,0
401391408,1,8
401391409,0,0
401391410,0,0
401391411,0,0
401391412,1,8
401391613,0,0
401391614,0,0
401391615,0,0
401391616,0,0
401391617,1,8
401391618,0,0
401391819,0,0
401391820,0,0
401391821,0,0
401391822,0,0
401391823,0,0
401391824,0,0
401392020,0,0
401392021,0,0
401392022,0,0
401392023,0,0
401392301,0,0
401392302,0,0
401392303,0,0
401392304,0,0
401392305,0,0
401392306,0,0
401392607,1,8
401392609,0,0
401392610,1,8
401392611,0,0
401392612,0,0
401392813,1,8
401392814,1,8
401392815,0,0
401392816,1,8
401392817,0,0
401392818,0,0
401393201,0,0
401393202,0,0
401393204,0,0
401393205,0,0
401393206,0,0
401393508,1,8
401393509,1,8
401393510,1,8
401393511,0,0
401393512,0,0
401393713,0,0
401393714,0,0
401393715,0,0
401393716,1,8
401393717,0,0
401393718,0,0
401393919,0,0
401393920,0,0
401393921,0,0
401393922,0,0
401393923,0,0
401393924,0,0
401394201,0,0
401394202,0,0
401394203,0,0
401394204,0,0
401394205,0,0
401394206,0,0
401394407,0,0
401394408,0,0
401394409,0,0
401394410,0,0
401394411,0,0
401394412,0,0
401394613,0,0
401394614,0,0
401394615,0,0
401394617,0,0
401394618,0,0
401394819,0,0
401394820,1,8
401394821,0,0
401394822,0,0
401394823,0,0
401394824,0,0
401395019,0,0
401395021,0,0
401395022,0,0
401395023,1,8
401395024,1,8
401395401,0,0
401395402,0,0
401395403,0,0
401395404,0,0
401395405,1,8
401395406,0,0
401395607,0,0
401395608,0,0
401395609,0,0
401395610,1,8
401395611,0,0
401395612,0,0
401395813,0,0
401395814,0,0
401395815,0,0
401395816,0,0
401395817,0,0
401395818,0,0
401396019,1,8
401396021,0,0
401396022,1,8
401396023,0,0
401396024,0,0
401396301,0,0
401396302,0,0
401396303,0,0
401396304,0,0
401396305,0,0
401396306,0,0
401396507,0,0
401396508,1,8
401396509,0,0
401396510,1,8
401396511,0,0
401396512,0,0
401396713,0,0
401396714,0,0
401396715,0,0
401396716,0,0
401396717,0,0
401396718,0,0
401397201,0,0
401397202,0,0
401397203,0,0
401397204,0,0
401397205,0,0
401397206,0,0
401397407,1,8
401397408,1,8
401397409,1,8
401397410,1,8
401397411,1,8
401397412,0,0
401397613,0,0
401397614,0,0
401397615,0,0
401397616,1,9
401397618,0,0
401397919,0,0
401397920,0,0
401397921,1,8
401397922,0,0
401397923,0,0
401397924,0,0
401398019,0,0
401398020,0,0
401398021,1,8
401398022,0,0
401398023,0,0
401398024,0,0
401398301,0,0
401398302,0,0
401398303,0,0
401398304,0,0
401398306,0,0
401398507,0,0
401398508,0,0
401398508,0,0
401398509,0,0
401398510,1,8
401398511,0,0
401398512,0,0
401398713,0,0
401398714,0,0
401398715,0,0
401398716,0,0
401398717,0,0
401398718,0,0
401399201,1,8
401399202,0,0
401399203,0,0
401399204,0,0
401399205,0,0
401399206,0,0
401399408,0,0
401399409,0,0
401399412,0,0
401399613,0,0
401399614,0,0
401399615,0,0
401399616,1,9
401399617,0,0
401399618,0,0
401399919,0,0
401399920,0,0
401399921,0,0
401399922,0,0
401399923,0,0
401399924,0,0
401400019,0,0
401400022,0,0
401400023,0,0
401400024,0,0
401400301,0,0
401400302,0,0
401400303,0,0
401400304,0,0
401400305,0,0
401400306,0,0
401400507,1,9
401400508,1,8
401400509,0,0
401400510,0,0
401400511,0,0
401400512,0,0
401400813,0,0
401400814,0,0
401400815,0,0
401400816,0,0
401400817,0,0
401400818,0,0
401401201,0,0
401401202,0,0
401401204,1,8
401401205,0,0
401401206,0,0
401401508,0,0
401401510,0,0
401401511,0,0
401401512,1,8
401401713,0,0
401401714,0,0
401401715,0,0
401401716,0,0
401401717,0,0
401401718,1,8
401401919,0,0
401401920,0,0
401401923,0,0
401401924,0,0
401402019,0,0
401402020,0,0
401402021,0,0
401402022,1,8
401402023,0,0
401402024,1,8
401402401,1,8
401402403,1,8
401402404,0,0
401402405,0,0
401402406,0,0
401402607,0,0
401402608,0,0
401402609,1,8
401402610,0,0
401402611,0,0
401402612,0,0
401402813,0,0
401402814,0,0
401402815,0,0
401402817,0,0
401402818,0,0
401403301,0,0
401403302,0,0
401403303,0,0
401403304,0,0
401403305,1,8
401403507,0,0
401403508,1,8
401403510,0,0
401403511,0,0
401403512,0,0
401403713,0,0
401403714,0,0
401403715,0,0
401403716,0,0
401403717,0,0
401403718,0,0
401403920,1,8
401403921,0,0
401403922,1,8
401403923,0,0
401404301,0,0
401404302,0,0
401404303,0,0
401404304,0,0
401404306,0,0
401405301,0,0
401405302,0,0
401405303,0,0
401405304,0,0
401405305,0,0
401405306,0,0
401406201,0,0
401406202,0,0
401406203,0,0
401406204,0,0
401406205,0,0
401406206,0,0
401406507,0,0
401406508,0,0
401406510,0,0
401406510,0,0
401406511,0,0
401406512,0,0
401406713,0,0
401406714,0,0
401406715,1,8
401406716,1,8
401406717,1,8
401406718,0,0
401406919,0,0
401406920,0,0
401406921,0,0
401406922,0,0
401406923,0,0
401406924,0,0
461407019,0,0
461407021,0,0
461407022,0,0
461407023,0,0
461407024,0,0
461407401,0,0
461407402,1,8
461407403,0,0
461407404,0,0
461407405,0,0
461407406,0,0
461407607,0,0
461407608,0,0
461407609,1,8
461407610,0,0
461407611,0,0
461407612,0,0
461407813,0,0
461407814,0,0
461407815,0,0
461407816,0,0
461407817,0,0
461407818,1,9
461408301,1,8
461408302,0,0
461408303,0,0
461408304,0,0
461408305,0,0
461408306,1,8
461408507,1,8
461408508,0,0
461408509,0,0
461408510,0,0
461408511,1,8
461408512,0,0
461408713,1,8
461408714,0,0
461408715,0,0
461408716,1,8
461408717,0,0
461408718,0,0
461408919,0,0
461408920,0,0
461408921,0,0
461408922,0,0
461408923,1,8
461408924,0,0
461409201,0,0
461409201,0,0
461409202,0,0
461409203,0,0
461409204,0,0
461409205,0,0
461409206,0,0
461409407,0,0
461409408,0,0
461409409,0,0
461409410,0,0
461409411,0,0
461409412,0,0
461409613,1,8
461409614,1,8
461409615,0,0
461409616,1,8
461409617,0,0
461409618,0,0
461409618,0,0
461409819,0,0
461409820,1,8
461409821,0,0
461409822,0,0
461409823,0,0
461409824,0,0
461410201,1,8
461410202,1,8
461410204,0,0
461410205,1,9
461410206,1,9
461410407,0,0
461410408,1,8
461410409,1,8
461410410,1,8
461410411,1,8
461410613,0,0
461410614,1,8
461410615,0,0
461410616,0,0
461410617,0,0
461410618,0,0
461410820,0,0
461410821,0,0
461410822,0,0
461411019,0,0
461411020,0,0
461411021,1,8
461411022,0,0
461411023,0,0
461411301,0,0
461411302,0,0
461411303,1,8
461411304,1,8
461411305,1,8
461411306,0,0
461411507,0,0
461411508,0,0
461411509,0,0
461411511,0,0
461411512,0,0
461411713,0,0
461411714,0,0
461411715,0,0
461411716,0,0
461411717,0,0
461411718,0,0
461411718,0,0
461412019,1,8
461412021,1,8
461412022,1,8
461412023,1,8
461412024,1,8
461412301,1,8
461412302,0,0
461412303,1,8
461412304,1,8
461412305,1,8
461412306,1,8
461412507,0,0
461412508,0,0
461412509,1,8
461412510,0,0
461412511,0,0
461412512,1,8
461412713,0,0
461412714,1,8
461412715,1,8
461412716,1,8
461412718,1,8
461413201,0,0
461413202,0,0
461413203,1,9
461413204,0,0
461413205,0,0
461413206,0,0
461413407,1,8
461413408,0,0
461413409,0,0
461413410,0,0
461413411,0,0
461413412,0,0
461413613,0,0
461413614,1,8
461413615,0,0
461413616,0,0
461413617,0,0
461413618,0,0
461413919,1,8
461413920,0,0
461413923,0,0
461413924,0,0
461414019,1,8
461414020,0,0
461414021,1,8
461414022,0,0
461414023,0,0
461414024,1,8
461414301,1,8
461414302,1,8
461414303,0,0
461414304,1,8
461414305,1,8
461414306,1,8
461414507,1,8
461414508,0,0
461414509,1,8
461414510,1,8
461414511,0,0
461414512,0,0
461414813,0,0
461414814,1,8
461414815,1,8
461414816,0,0
461414817,1,8
461414818,1,8
461415201,0,0
461415202,1,8
461415203,0,0
461415204,1,8
461415205,1,8
461415407,1,8
461415408,1,8
461415409,1,8
461415410,1,8
461415411,1,8
461415412,1,8
461415714,0,0
461415715,0,0
461415716,0,0
461415717,0,0
461415718,1,8
461415919,1,9
461415920,0,0
461415921,0,0
461415922,1,9
461415923,1,8
461415924,1,9
461416019,0,0
461416020,0,0
461416022,0,0
461416023,0,0
461416024,0,0
461416301,0,0
461416302,0,0
461416302,0,0
461416303,0,0
461416304,0,0
461416306,1,8
461416608,0,0
461416611,0,0
461416612,1,8
461416813,0,0
461416815,0,0
461416816,0,0
461416817,1,8
461416818,0,0
461417201,0,0
461417202,0,0
461417203,0,0
461417204,0,0
461417205,1,8
461417206,0,0
461417407,0,0
461417408,1,8
461417409,1,8
461417410,0,0
461417411,1,8
461417412,1,8
461417613,0,0
461417614,1,8
461417615,0,0
461417616,1,8
461417617,0,0
461417618,0,0
461417919,1,8
461417920,0,0
461417921,0,0
461417922,0,0
461417923,0,0
461417924,1,8
461418201,1,8
461418202,1,8
461418203,1,8
461418205,0,0
461418206,1,8
461418507,1,8
461418508,1,8
461418509,0,0
461418510,1,8
461418511,1,9
461418512,0,0
461418713,0,0
461418714,0,0
461418715,1,8
461418716,0,0
461418717,0,0
461418718,0,0
461418919,1,8
461418920,0,0
461418922,0,0
461418924,1,8
461419019,0,0
461419020,0,0
461419021,0,0
461419022,1,8
461419023,1,8
461419024,1,8
461419401,0,0
461419402,0,0
461419403,0,0
461419404,0,0
461419405,0,0
461419607,0,0
461419609,0,0
461419610,0,0
461419611,0,0
461419612,1,8
461419813,1,8
461419814,1,9
461419815,1,9
461419816,1,9
461419816,1,9
461419817,1,9
461419818,1,9
461420301,1,8
461420302,0,0
461420303,0,0
461420304,1,8
461420305,0,0
461420306,1,8
461420507,0,0
461420508,0,0
461420509,1,8
461420510,0,0
461420511,1,8
461420512,0,0
461420713,0,0
461420714,0,0
461420715,0,0
461420716,0,0
461420718,0,0
461420919,1,8
461420920,0,0
461420921,0,0
461420922,0,0
461420923,0,0
461420924,0,0
461420924,0,0
461421201,1,8
461421202,0,0
461421203,1,8
461421203,0,0
461421204,0,0
461421205,1,8
461421206,0,0
461421407,0,0
461421408,1,8
461421409,1,8
461421410,1,8
461421410,0,0
461421411,0,0
461421412,1,8
461421613,1,8
461421614,0,0
461421615,1,8
461421616,1,8
461421617,0,0
461421618,0,0
461421819,1,8
461421820,0,0
461421821,0,0
461421822,1,8
461421823,0,0
461421824,1,8
461422019,0,0
461422020,0,0
461422022,0,0
461422023,1,8
461422024,0,0
461422301,1,8
461422302,1,8
461422303,1,9
461422304,0,0
461422304,0,0
461422305,1,8
461422507,1,8
461422508,1,8
461422509,1,8
461422510,1,8
461422511,1,8
461422512,0,0
461422714,1,8
461422715,1,8
461422716,0,0
461422717,0,0
461422718,1,8
461423201,1,8
461423202,1,8
461423203,1,8
461423204,1,8
461423205,1,8
461423206,0,0
461423407,0,0
461423408,1,8
461423409,1,8
461423410,1,9
461423411,0,0
461423412,0,0
461423613,1,8
461423615,1,8
461423616,0,0
461423617,0,0
461423618,0,0
461423919,0,0
461423920,0,0
461423921,0,0
461423923,0,0
461423924,0,0
461424019,0,0
461424020,0,0
461424021,0,0
461424022,1,8
461424024,0,0
461424301,0,0
461424302,0,0
461424303,1,8
461424304,0,0
461424305,1,8
461424306,0,0
461424507,0,0
461424508,0,0
461424509,0,0
461424510,1,8
461424511,0,0
461424512,0,0
461424813,0,0
461424814,0,0
461424815,0,0
461424816,1,8
461424817,0,0
461424818,0,0
461425019,0,0
461425020,0,0
461425023,0,0
461425024,0,0
461425301,1,8
461425302,1,8
461425304,1,8
461425305,1,8
461425306,0,0
461425507,0,0
461425508,0,0
461425509,0,0
461425510,0,0
461425511,0,0
461425512,0,0
461425813,0,0
461425814,1,8
461425815,0,0
461425816,0,0
461425817,1,9
461425818,1,8
461426201,0,0
461426202,1,8
461426203,1,8
461426204,1,8
461426205,0,0
461426206,0,0
461426407,1,8
461426408,0,0
