folioviv,foliohog,ing_cor,gasto_mon,ubica_geo,tam_loc
501673606,1,41901.62,40699.84,5030,1
501674801,1,177639.31,54633.78,5030,1
501674802,1,245557.36,117967.86,5030,1
501674803,1,189540.94,76218.58,5030,1
501674806,1,21245.9,33778.63,5030,1
501675002,1,134130.61,67300.11,5030,1
501675004,1,215459.1,93475.54,5030,1
501675006,1,69903.7,51874.82,5030,1
501676301,1,110354.12,43245.44,5030,1
501676302,1,35951.08,31342.8,5030,1
501676303,1,136614.8,41036.99,5030,1
501676304,1,144722.61,61852.38,5030,1
501676305,1,35304.01,32844.35,5030,1
501676306,1,51151.98,26275.36,5030,1
501677501,1,64830.68,32835.38,5030,1
501677502,1,131527.15,152027.37,5030,1
501677503,1,27482.73,3043.54,5030,1
501677505,1,42866.64,24484.18,5030,1
501678501,1,67077.6,25580.95,5030,1
501678502,1,84412.84,57741.2,5030,1
501678503,1,149090.04,54512.23,5030,1
501678504,1,150972.44,80848.65,5030,1
501678505,1,43455.71,31996.1,5030,1
501678506,1,143663.87,45364.79,5030,1
501679703,1,32704.9,39720.88,5030,1
501679704,1,61345.05,30166.77,5030,1
501679705,1,125335.98,52317.6,5030,1
501680701,1,131655.71,45225.71,5030,1
501680702,1,73004.6,27899.98,5030,1
501680703,1,196738.69,37155.72,5030,1
501680704,1,109953.77,65312.59,5030,1
501680706,1,70377.03,29815.9,5030,1
501681901,1,118614.1,119977.2,5030,1
501681902,1,206963.91,80271.28,5030,1
501681903,1,46149.45,45711.51,5030,1
501681905,1,66355.36,37856.34,5030,1
501681906,1,153855.14,49715.9,5030,1
501682802,1,127278.68,30104.82,5030,1
501682803,1,36492.81,15091.26,5030,1
501682804,1,82952.26,60416.58,5030,1
501682806,1,166721.28,39389.59,5030,1
501683201,1,29273.23,29808.38,5030,1
501683202,1,54249.63,52187.75,5030,1
501683203,1,126488.87,55583.31,5030,1
501683204,1,97621.73,16204.14,5030,1
501683205,1,115466.99,128939.04,5030,1
501683206,1,163087.84,142756.72,5030,1
501684001,1,253361.65,121852.87,5030,1
501684003,1,245571.33,129750.66,5030,1
501684005,1,151133.38,53385.99,5030,1
501685401,1,124614.39,70204.4,5030,1
501685403,1,135769.13,56526.28,5030,1
501685404,1,92138.13,70929.08,5030,1
501685406,1,58749.22,26358.12,5030,1
501686601,1,111001.32,43765.64,5030,1
501686602,1,105702.49,42938.53,5030,1
501686603,1,62898.09,23347.17,5030,1
501686604,1,135407.46,42001.74,5030,1
501686605,1,37475.4,26814.68,5030,1
501686606,1,42601.95,9758.29,5030,1
501687801,1,77213.09,53926.22,5030,1
501687803,1,128827.81,41657.43,5030,1
501687805,1,117860.58,51423.03,5030,1
501687806,1,120368.8,48799.4,5030,1
501688001,1,99104.1,30757.65,5030,1
501688003,1,47891.31,24785.05,5030,1
501688005,1,91175.47,25398.11,5030,1
501688006,1,195155.12,59040.54,5030,1
501689901,1,108373.12,17300.6,5030,1
501689902,1,57086.23,34519.89,5030,1
501689904,1,40650.86,33338.47,5030,1
501689905,1,84758.2,52811.65,5030,1
501690301,1,242550.83,91352.53,5030,1
501690302,1,148954.43,39826.6,5030,1
501690303,1,198325.51,51883.1,5030,1
501690304,1,85862.89,89192.52,5030,1
501690305,1,92385.82,32498.07,5030,1
501690306,1,173652.33,129733.43,5030,1
501691501,1,45852.02,34257.55,5030,1
501691502,1,150658.45,85353.96,5030,1
501691504,1,82477.37,32982.69,5030,1
501691506,1,114355.51,34015.42,5030,1
501692302,1,36866.34,59474.69,5030,1
501692303,1,188859.53,60874.09,5030,1
501692304,1,288303.53,136123.72,5030,1
501692305,1,55112.35,38240.58,5030,1
501692306,1,171261.07,132371.73,5030,1
501693501,1,136893.39,80439.54,5030,1
501693502,1,107723.68,66907.67,5030,1
501693503,1,148703.52,61972.16,5030,1
501693504,1,28690.96,36615.77,5030,1
501693504,2,19076.07,8182.89,5030,1
501693504,3,33937.01,18896.38,5030,1
501694701,1,47360.64,30712.18,5030,1
501694702,1,62085.21,25240.23,5030,1
501694703,1,156351.22,49870.19,5030,1
501694704,1,152744.08,35089.35,5030,1
501694705,1,116409.77,79286.55,5030,1
501694706,1,111673.02,62141.82,5030,1
501695701,1,54885.24,29441.51,5030,1
501695705,1,195737.69,111474.58,5030,1
501695706,1,249836.05,70871.43,5030,1
501696903,1,415532.03,122550.64,5030,1
501696904,1,1399030.42,658866.0,5030,1
501697201,1,66770.96,33260.6,5030,1
501697202,1,89924.19,49645.93,5030,1
501697203,1,121415.78,73932.32,5030,1
501697204,1,89355.52,64673.0,5030,1
501698402,1,122714.91,139465.5,5030,1
501698403,1,101237.38,78910.45,5030,1
501698405,1,205009.31,58643.92,5030,1
501698406,1,90173.53,79174.16,5030,1
501700901,1,67616.34,23777.98,5030,1
501700902,1,128863.51,15403.1,5030,1
501700903,1,46274.88,13717.91,5030,1
501700904,1,260302.98,91858.01,5030,1
501700905,1,42399.69,12175.96,5030,1
501700906,1,400709.0,79105.9,5030,1
501701201,1,133768.49,121273.04,5030,1
501701202,1,33527.44,36625.95,5030,1
501701204,1,198408.33,111385.85,5030,1
501701205,1,104050.27,116643.1,5030,1
501701206,1,122452.28,32158.91,5030,1
501702201,1,149071.02,77265.99,5030,1
501702202,1,68827.17,29991.73,5030,1
501702203,1,123091.95,38197.45,5030,1
501702204,1,84368.95,31609.54,5030,1
501702205,1,73829.59,38529.05,5030,1
501703401,1,90862.03,24793.48,5030,1
501703402,1,166380.04,44068.45,5030,1
501703403,1,62292.36,31549.24,5030,1
501703404,1,168708.86,82384.13,5030,1
501704804,1,448504.9,315015.41,5030,1
501704806,1,232532.24,149783.76,5030,1
501705601,1,32409.83,9834.83,5030,1
501705603,1,37141.17,14026.38,5030,1
501705604,1,77049.86,24156.3,5030,1
501705605,1,37868.83,17432.07,5030,1
501705606,1,133320.78,39097.42,5030,1
501706801,1,274088.63,64272.77,5030,1
501706802,1,61927.86,50442.01,5030,1
501706803,1,57407.47,34509.37,5030,1
501706804,1,53311.44,31284.81,5030,1
501707402,1,34880.8,16697.41,5030,1
501707404,1,171447.12,69903.97,5030,1
501707405,1,33204.04,8565.25,5030,1
501707406,1,91495.4,13004.91,5030,1
501708001,1,150520.47,68658.94,5030,1
501708002,1,68696.01,24891.63,5030,1
501708003,1,240715.1,53869.28,5030,1
501708004,1,122928.19,55676.23,5030,1
501709301,1,54429.14,18700.02,5030,1
501709302,1,98716.56,35764.34,5030,1
501709303,1,141232.42,22852.48,5030,1
501709305,1,83971.34,25087.85,5030,1
501709306,1,95528.09,41841.28,5030,1
501710601,1,94232.57,88194.59,5030,1
501710602,1,130693.07,51235.86,5030,1
501710603,1,53852.44,35678.6,5030,1
501710604,1,97685.4,21683.14,5030,1
501710605,1,179172.19,50442.68,5030,1
501710606,1,47393.9,19995.51,5030,1
501711501,1,51260.86,59618.8,5030,1
501711502,1,59282.53,63568.07,5030,1
501711503,1,89191.61,30889.37,5030,1
501711504,1,116712.07,43621.36,5030,1
501711506,1,135162.06,45874.59,5030,1
501712701,1,98887.5,35887.97,5030,1
501712702,1,143388.62,51259.94,5030,1
501712703,1,62536.23,26408.54,5030,1
501712704,1,88721.28,23690.86,5030,1
501712705,1,74518.67,15819.78,5030,1
501712706,1,163120.51,43558.08,5030,1
501713901,1,72315.32,21448.2,5030,1
501713902,1,29380.89,47767.75,5030,1
501713903,1,97081.04,55449.53,5030,1
501713904,1,52714.24,55203.68,5030,1
501713905,1,121673.98,67541.4,5030,1
501714002,1,170390.93,117218.12,5030,1
501714003,1,135384.27,107046.59,5030,1
501714004,1,126037.83,33308.88,5030,1
501714005,1,65286.26,41579.5,5030,1
501715201,1,115280.26,38302.43,5030,1
501715202,1,79084.13,24105.56,5030,1
501715203,1,73827.38,35390.32,5030,1
501715204,1,100489.79,60818.2,5030,1
501715205,1,62481.04,30743.74,5030,1
501715206,1,53303.66,16283.98,5030,1
501716303,1,138597.45,81077.86,5030,1
501716304,1,102244.03,54320.45,5030,1
501716306,1,78860.43,41492.12,5030,1
501717502,1,375841.45,402301.31,5030,1
501717506,1,239137.39,133993.2,5030,1
501718701,1,91622.93,56701.98,5030,1
501718702,1,139376.99,98103.45,5030,1
501718703,1,124087.5,57172.1,5030,1
501718704,1,23778.67,29055.13,5030,1
501718705,1,214652.31,65990.84,5030,1
501718706,1,50559.81,10624.28,5030,1
501719903,1,39325.21,13766.83,5030,1
501719904,1,154912.32,24597.62,5030,1
501720201,1,37638.23,19146.87,5030,1
501720202,1,176985.84,97088.03,5030,1
501720203,1,68769.73,27479.19,5030,1
501720204,1,69836.92,42399.08,5030,1
501720205,1,18966.66,15666.59,5030,1
501720206,1,44553.33,30343.1,5030,1
501721604,1,238106.54,138060.52,5030,1
501721606,1,84676.74,42409.33,5030,1
501722401,1,90852.41,40690.31,5030,1
501722402,1,33623.76,12353.31,5030,1
501722404,1,53699.86,25385.48,5030,1
501722405,1,66766.29,123175.42,5030,1
501722406,1,101312.37,56023.11,5030,1
501723601,1,110336.69,60159.51,5030,1
501723603,1,50966.25,38372.35,5030,1
501723606,1,101557.35,37711.82,5030,1
501724401,1,147124.05,23652.21,5030,1
501724403,1,144782.6,220301.47,5030,1
501724404,1,72580.64,57327.57,5030,1
501724406,1,131749.62,178439.87,5030,1
501725801,1,41311.46,38994.24,5030,1
501725802,1,111147.51,56534.02,5030,1
501725803,1,74561.51,15054.25,5030,1
501725804,1,50975.4,53220.27,5030,1
501725805,1,41231.36,25888.43,5030,1
501726001,1,31793.01,19570.1,5030,1
501726002,1,59189.49,35527.44,5030,1
501726003,1,131225.89,51965.99,5030,1
501726004,1,39032.12,25307.71,5030,1
501726006,1,103380.06,45498.51,5030,1
501727301,1,79429.23,35836.19,5030,1
501727302,1,38376.21,20443.01,5030,1
501727303,1,60525.94,63806.92,5030,1
501727304,1,42578.78,34803.9,5030,1
501727305,1,101043.26,54388.23,5030,1
501727306,1,162230.34,51141.93,5030,1
501728501,1,169968.09,64613.36,5030,1
501728502,1,48330.23,37162.94,5030,1
501728503,1,76954.3,59974.25,5030,1
501728504,1,44999.18,31804.56,5030,1
501728505,1,58015.99,20442.4,5030,1
501728506,1,89600.39,43189.9,5030,1
501729801,1,58586.06,79438.19,5030,1
501729802,1,115217.49,28183.16,5030,1
501729803,1,63383.15,26970.45,5030,1
501729804,1,100721.3,68158.85,5030,1
501729805,1,63028.07,52816.75,5030,1
501730803,1,53114.74,22164.56,5030,1
501730805,1,106475.38,187875.86,5030,1
501730806,1,74213.1,77683.05,5030,1
501731002,1,66035.37,67342.01,5030,1
501731003,1,217912.31,176810.38,5030,1
501732305,1,139086.59,124210.81,5030,1
501732306,1,47272.21,41496.63,5030,1
501733701,1,59996.46,39194.25,5030,1
501733702,1,243280.15,114603.28,5030,1
501733703,1,58177.48,26214.57,5030,1
501733705,1,75073.75,34370.84,5030,1
501733706,1,116631.13,33880.37,5030,1
501734001,1,81118.72,32150.01,5030,1
501734002,1,53208.54,24050.01,5030,1
501734003,1,134692.26,68785.1,5030,1
501734005,1,124420.31,46017.71,5030,1
501734006,1,78169.88,36061.55,5030,1
501735901,1,75412.84,29004.31,5030,1
501735902,1,185383.56,45231.89,5030,1
501735903,1,84842.69,29015.78,5030,1
501735904,1,117265.05,61485.42,5030,1
501735905,1,135883.57,50262.66,5030,1
501735906,1,99198.78,69972.77,5030,1
501736201,1,86999.76,52656.73,5030,1
501736202,1,61890.42,17882.54,5030,1
501736203,1,94011.82,37620.42,5030,1
501736204,1,96501.9,30886.8,5030,1
501736205,1,40686.62,11801.08,5030,1
501736206,1,36073.37,19952.95,5030,1
501737401,1,29274.1,31836.87,5030,1
501737402,1,100592.02,48179.31,5030,1
501737403,1,74046.89,29152.29,5030,1
501737404,1,77139.68,35698.05,5030,1
501737406,1,31856.52,15780.77,5030,1
501738601,1,63442.61,32015.49,5030,1
501738602,1,107936.68,48385.9,5030,1
501738603,1,51368.84,29168.95,5030,1
501738604,1,165111.89,99455.99,5030,1
501738606,1,47425.57,57753.06,5030,1
501739801,1,137234.06,63872.06,5030,1
501739802,1,104704.88,49643.39,5030,1
501739803,1,156446.02,65419.54,5030,1
501739804,1,100475.4,93109.3,5030,1
501739805,1,89700.65,22767.24,5030,1
501739806,1,50707.68,39225.89,5030,1
501740001,1,109278.64,43576.74,5030,1
501740002,1,103353.27,41736.57,5030,1
501740003,1,92374.62,37719.8,5030,1
501740005,1,113669.98,47807.3,5030,1
501740006,1,49099.63,31344.69,5030,1
501741301,1,176884.66,41296.74,5030,1
501741302,1,20480.36,11446.28,5030,1
501741303,1,56935.04,21720.55,5030,1
501741304,1,69890.39,30674.28,5030,1
501741305,1,71948.39,58694.85,5030,1
501741306,1,18195.64,15273.01,5030,1
501742501,1,91542.15,87139.41,5030,1
501742502,1,55861.79,26740.94,5030,1
501742503,1,270037.81,203728.0,5030,1
501742504,1,123298.69,61408.58,5030,1
501742505,1,112857.68,55181.28,5030,1
501742506,1,46243.32,18785.63,5030,1
501743701,1,28327.85,32301.04,5030,1
501743702,1,119406.18,66391.88,5030,1
501743703,1,89469.49,43702.16,5030,1
501743704,1,192622.34,48221.05,5030,1
501743705,1,55412.13,50043.92,5030,1
501743706,1,81608.01,46763.28,5030,1
501744901,1,78099.67,34365.95,5030,1
501744902,1,98185.55,18907.07,5030,1
501744903,1,107157.59,25576.57,5030,1
501744904,1,184188.63,53795.42,5030,1
501744905,1,56294.94,33037.59,5030,1
501744906,1,60431.27,57556.29,5030,1
501745201,1,181496.96,50572.79,5030,1
501745202,1,80945.56,31762.66,5030,1
501745203,1,52370.49,20282.29,5030,1
501745204,1,124455.0,39944.89,5030,1
501745205,1,175064.36,92129.12,5030,1
501745206,1,176911.68,55429.94,5030,1
501746403,1,59074.32,43035.13,5030,1
501746405,1,98011.95,31310.98,5030,1
501746406,1,60298.72,88163.06,5030,1
501747602,1,94535.05,29883.59,5030,1
501747603,1,29655.72,16356.77,5030,1
501747604,1,68827.84,31629.44,5030,1
501747605,1,131262.25,41296.5,5030,1
501748804,1,108308.68,30190.14,5030,1
501748805,1,88918.01,52180.7,5030,1
501748806,1,166517.52,69518.76,5030,1
501749502,1,267927.37,205428.99,5030,1
501749503,1,94855.43,43549.94,5030,1
501749504,1,245531.28,204337.28,5030,1
501749505,1,359195.27,327475.37,5030,1
501750001,1,70072.88,46270.03,5030,1
501750006,1,55892.52,19848.46,5030,1
501751301,1,312159.84,83020.22,5030,1
501751302,1,313876.15,109197.07,5030,1
501751303,1,202665.65,89834.61,5030,1
501751304,1,146021.19,52157.81,5030,1
501751305,1,119997.56,84845.27,5030,1
501752501,1,58695.65,32991.83,5030,1
501752502,1,77547.58,101307.41,5030,1
501752503,1,129643.6,31237.83,5030,1
501752504,1,147995.88,23660.63,5030,1
501752505,1,101019.61,57316.63,5030,1
501752506,1,57028.7,20506.92,5030,1
501753701,1,162850.36,61687.1,5030,1
501753703,1,110628.73,70500.99,5030,1
501753704,1,111344.52,45337.93,5030,1
501753705,1,154551.19,23343.73,5030,1
501753706,1,80659.89,26860.08,5030,1
501754301,1,34116.83,30403.66,5030,1
501754302,1,136870.48,79752.5,5030,1
501754303,1,74391.08,34083.05,5030,1
501754304,1,128555.26,65758.39,5030,1
501754305,1,47618.27,28774.3,5030,1
501754306,1,84123.37,71226.27,5030,1
501755501,1,75901.97,48424.02,5030,1
501755502,1,147220.34,64825.64,5030,1
501755504,1,63827.09,48938.2,5030,1
501755505,1,69396.53,39693.33,5030,1
501755506,1,199097.13,83203.54,5030,1
501756702,1,198195.98,88111.37,5030,1
501756703,1,127081.93,44354.41,5030,1
501756705,1,72767.18,66649.27,5030,1
501756706,1,74915.66,84836.56,5030,1
501757701,1,175591.64,67256.48,5030,1
501757702,1,148377.03,41781.41,5030,1
501757704,1,86064.11,19715.42,5030,1
501757706,1,190327.83,50313.12,5030,1
501758901,1,54195.64,44107.0,5030,1
501758902,1,129540.66,22162.94,5030,1
501758906,1,140519.21,65953.58,5030,1
501759201,1,111841.95,73332.24,5030,1
501759202,1,63807.94,47567.25,5030,1
501759203,1,75633.79,55570.65,5030,1
501759204,1,55623.88,37288.12,5030,1
501759205,1,35172.09,28287.07,5030,1
501759206,1,68118.13,65304.57,5030,1
501760402,1,1146272.55,61985.26,5030,1
501760403,1,69390.32,40170.3,5030,1
501760404,1,95652.58,43322.27,5030,1
501760405,1,64012.95,38754.16,5030,1
501760406,1,185011.3,47083.05,5030,1
501761901,1,60288.45,23616.41,5030,1
501761902,1,67520.49,29539.98,5030,1
501761903,1,42361.82,27344.8,5030,1
501761904,1,47152.17,19513.59,5030,1
501761905,1,72761.28,29729.97,5030,1
501761906,1,38032.24,18789.79,5030,1
501762201,1,105028.84,32753.83,5030,1
501762202,1,71374.32,35313.59,5030,1
501762203,1,82111.81,35072.24,5030,1
501762204,1,66898.6,21041.07,5030,1
501762205,1,62398.56,28562.93,5030,1
501762206,1,161645.79,28803.95,5030,1
501763401,1,93719.09,37453.36,5030,1
501763402,1,97964.88,34191.65,5030,1
501763403,1,106432.7,34304.76,5030,1
501763404,1,107594.58,24865.47,5030,1
501763405,1,123732.83,72065.5,5030,1
501763406,1,133706.11,98708.5,5030,1
501764601,1,51285.23,39121.57,5030,1
501764602,1,93442.57,53986.95,5030,1
501764603,1,156344.22,53767.96,5030,1
501764604,1,75245.85,42921.32,5030,1
501764605,1,34573.74,34782.76,5030,1
501764606,1,82967.17,53654.89,5030,1
501765601,1,79005.36,82678.62,5030,1
501765602,1,71718.21,40560.08,5030,1
501765604,1,112840.7,38132.47,5030,1
501765606,1,172167.57,90958.09,5030,1
501766801,1,70187.3,33058.42,5030,1
501766804,1,66344.24,46394.31,5030,1
501766805,1,46373.35,27845.63,5030,1
501767001,1,48180.93,32461.01,5030,1
501767002,1,172064.27,60131.44,5030,1
501767003,1,159092.01,38456.14,5030,1
501767004,1,70222.94,59271.42,5030,1
501767005,1,63036.27,21761.15,5030,1
501767006,1,216259.79,87582.06,5030,1
501768801,1,102418.02,84722.9,5030,1
501768802,1,106599.69,52187.59,5030,1
501768803,1,118454.29,57782.13,5030,1
501768804,1,31106.55,21175.79,5030,1
501768805,1,95419.65,80152.03,5030,1
501768806,1,105693.37,59950.57,5030,1
501769001,1,63855.18,20531.0,5030,1
501769002,1,131687.6,63972.77,5030,1
501769003,1,88507.33,32865.82,5030,1
501769005,1,69936.15,25203.35,5030,1
501769006,1,69445.46,25885.45,5030,1
501770301,1,61764.53,42980.26,5030,1
501770302,1,199414.9,112775.16,5030,1
501770304,1,111936.69,46497.92,5030,1
501770305,1,83718.21,23291.48,5030,1
501770306,1,121764.08,51191.37,5030,1
501771501,1,60294.26,31675.83,5030,1
501771502,1,67017.16,39489.87,5030,1
501771503,1,138266.09,89152.29,5030,1
501771504,1,59795.5,41514.18,5030,1
501771505,1,99681.61,250296.1,5030,1
501772703,1,26016.39,19930.87,5030,1
501772704,1,46465.76,35333.58,5030,1
501772706,1,81320.31,41219.41,5030,1
501773901,1,58733.48,30310.49,5030,1
501773903,1,49733.49,32021.01,5030,1
501773904,1,81195.63,65656.71,5030,1
501773905,1,233468.21,101736.53,5030,1
501774902,1,84856.21,45705.15,5030,1
501774904,1,60943.38,46486.85,5030,1
501775201,1,154658.95,63632.9,5030,1
501775202,1,208784.96,56912.18,5030,1
501775203,1,105158.91,57847.78,5030,1
501775204,1,103774.34,48491.44,5030,1
501775205,1,153775.22,129235.62,5030,1
501775206,1,178964.39,55604.8,5030,1
501776201,1,267532.18,135611.81,5030,1
501776202,1,67922.68,47127.02,5030,1
501776203,1,66225.4,37515.7,5030,1
501776205,1,92614.57,26630.45,5030,1
501777401,1,43288.02,45612.68,5030,1
501777402,1,135600.34,82835.78,5030,1
501777404,1,114564.41,68723.57,5030,1
501777405,1,175942.52,131435.83,5030,1
501777406,1,32268.23,39896.81,5030,1
501778301,1,145809.32,60899.15,5030,1
501778303,1,85765.05,34296.26,5030,1
501778305,1,129744.18,34474.25,5030,1
501778306,1,288624.72,71326.4,5030,1
501779601,1,170508.16,33452.35,5030,1
501779602,1,96874.55,30668.51,5030,1
501779603,1,106622.94,22536.28,5030,1
501779604,1,130106.53,70101.54,5030,1
501779605,1,65011.43,13964.95,5030,1
501780501,1,29350.96,30328.73,5030,1
501780502,1,58506.28,42095.85,5030,1
501780503,1,61630.42,59731.28,5030,1
501780504,1,142433.47,109383.53,5030,1
501780505,1,89597.62,46032.2,5030,1
501780506,1,70276.97,23733.3,5030,1
501781401,1,101731.22,46631.1,5030,1
501781402,1,158225.79,50213.54,5030,1
501781403,1,128205.8,61647.0,5030,1
501781404,1,112720.87,53837.31,5030,1
501781405,1,95258.13,68732.1,5030,1
501781406,1,72586.95,71159.18,5030,1
501782701,1,174238.76,62410.39,5030,1
501782702,1,60737.69,44115.43,5030,1
501782703,1,36491.79,49725.18,5030,1
501782704,1,205823.06,149703.99,5030,1
501782705,1,77515.13,42313.36,5030,1
501782706,1,28032.77,16653.07,5030,1
501783901,1,55316.8,30569.99,5030,1
501783902,1,101431.43,66596.2,5030,1
501783903,1,68407.61,34200.04,5030,1
501783905,1,79338.47,35154.04,5030,1
501783906,1,40534.7,20112.17,5030,1
501784601,1,118816.4,63143.88,5030,1
501784602,1,38901.62,25551.71,5030,1
501784603,1,48189.64,24725.95,5030,1
501784604,1,133844.23,122410.55,5030,1
501784605,1,96794.22,26507.72,5030,1
501785201,1,164065.72,77014.44,5030,1
501785202,1,19479.02,22588.18,5030,1
501785204,1,68082.18,6178.68,5030,1
501785206,1,175304.52,98309.51,5030,1
501786401,1,113696.87,42235.65,5030,1
501786402,1,63003.14,54405.21,5030,1
501786403,1,119436.88,28573.63,5030,1
501786405,1,37634.44,20771.87,5030,1
501786406,1,85608.1,51908.41,5030,1
501787601,1,42590.14,23311.35,5030,1
501787603,1,91893.42,14349.78,5030,1
501787604,1,136952.74,57233.57,5030,1
501787605,1,103672.08,93524.85,5030,1
501788801,1,71094.31,51555.19,5030,1
501788803,1,46327.83,63670.01,5030,1
501788804,1,109502.08,77436.89,5030,1
501788805,1,98928.22,33244.92,5030,1
501788806,1,68852.45,61032.13,5030,1
501789001,1,44935.75,45265.27,5030,1
501789003,1,172341.18,59157.8,5030,1
501789004,1,50383.56,25877.43,5030,1
501789005,1,120264.53,40981.51,5030,1
501789006,1,201828.68,40742.17,5030,1
501790301,1,32187.93,26442.17,5030,1
501790302,1,146628.62,49462.58,5030,1
501790303,1,81474.89,56563.72,5030,1
501790304,1,104554.07,77649.99,5030,1
501790305,1,66606.92,34523.49,5030,1
501791801,1,76598.33,42589.88,5030,1
501791804,1,127254.07,99711.14,5030,1
501791805,1,24000.0,41908.64,5030,1
501791806,1,76377.02,209667.56,5030,1
501792001,1,84843.02,17312.98,5030,1
501792003,1,67096.06,27706.12,5030,1
501792004,1,195736.64,44988.01,5030,1
501792005,1,46956.52,73875.6,5030,1
501793302,1,29661.8,25825.36,5030,1
501793303,1,49234.57,22702.48,5030,1
501793304,1,141807.12,96729.61,5030,1
501793305,1,106308.22,88260.53,5030,1
501793306,1,59332.86,128219.81,5030,1
501794501,1,133830.55,15106.32,5030,1
501794502,1,101132.62,32076.24,5030,1
501794503,1,213276.75,74814.25,5030,1
501794505,1,79927.03,32703.03,5030,1
501794506,1,51800.04,25453.44,5030,1
501795801,1,123896.47,44140.86,5030,1
501796502,1,149610.97,200704.08,5030,1
501796503,1,169973.15,96914.74,5030,1
501796504,1,172211.71,94537.09,5030,1
501796505,1,48214.04,47819.79,5030,1
501796506,1,99495.86,41982.31,5030,1
501797701,1,34798.56,20827.65,5030,1
501797702,1,59929.72,46879.6,5030,1
501797704,1,52222.45,19467.15,5030,1
501797705,1,68163.9,57542.15,5030,1
501798001,1,236604.97,110588.05,5030,1
501798002,1,262663.03,233430.16,5030,1
501798003,1,293091.66,130134.93,5030,1
501798004,1,545692.56,372365.55,5030,1
501799901,1,36004.24,13171.86,5030,1
501799902,1,272285.45,108061.03,5030,1
501799903,1,88945.67,59894.29,5030,1
501799904,1,147762.99,101486.21,5030,1
501799905,1,129316.88,51928.53,5030,1
501799906,1,60674.82,39385.92,5030,1
501800202,1,52537.2,48339.48,5030,1
501800203,1,169945.39,33342.57,5030,1
501800205,1,357152.58,206497.01,5030,1
501801301,1,101903.7,22725.77,5030,1
501801302,1,232289.58,35669.25,5030,1
501801303,1,86948.59,112949.74,5030,1
501801304,1,75887.78,64940.2,5030,1
501801305,1,73968.21,29270.64,5030,1
501801306,1,36852.03,9922.79,5030,1
501802403,1,308587.63,247062.83,5030,1
501802404,1,234382.9,105459.81,5030,1
501802405,1,155238.85,122797.48,5030,1
501802406,1,181664.77,71449.21,5030,1
501803503,1,165073.6,102527.21,5030,1
501803504,1,121775.3,78086.67,5030,1
501803505,1,382492.04,171859.72,5030,1
501803506,1,37949.51,35894.94,5030,1
501804701,1,106475.4,48902.6,5030,1
501804702,1,97215.39,31759.24,5030,1
501804704,1,349780.28,50258.95,5030,1
501804705,1,253584.23,28169.91,5030,1
501804706,1,177049.16,114835.98,5030,1
501805701,1,128193.39,33932.13,5030,1
501805702,1,49071.41,23227.91,5030,1
501805703,1,288799.09,161414.61,5030,1
501805704,1,93565.57,149217.04,5030,1
501805706,1,25293.77,5569.1,5030,1
501806601,1,145950.45,79335.97,5030,1
501806602,1,32470.94,14973.05,5030,1
501806603,1,60536.75,38895.1,5030,1
501806604,1,149257.99,46542.19,5030,1
501806606,1,236065.56,250571.42,5030,1
501807901,1,135553.79,110551.84,5030,1
501808202,1,410511.3,76329.84,5030,1
501809801,1,104655.72,67458.77,5030,1
501809802,1,63737.68,28749.01,5030,1
501809803,1,55622.93,35400.75,5030,1
501809804,1,170142.8,65965.07,5030,1
501809805,1,120491.79,72289.85,5030,1
501809806,1,153962.49,34658.06,5030,1
501810402,1,168864.36,151281.66,5030,1
501810403,1,77337.8,36150.69,5030,1
501810405,1,65343.85,54410.72,5030,1
501811901,1,34717.76,20081.08,5030,1
501811902,1,80286.78,53115.96,5030,1
501812001,1,54489.12,49357.91,5030,1
501812003,1,27568.7,30596.63,5030,1
501812005,1,42211.94,55569.27,5030,1
501812006,1,66755.25,24820.22,5030,1
501813301,1,63549.13,292883.19,5030,1
501813302,1,95971.44,53859.01,5030,1
501813303,1,33701.06,47704.59,5030,1
501813304,1,117742.06,73020.28,5030,1
501813305,1,69061.14,57664.61,5030,1
501814501,1,85635.68,67938.51,5030,1
501814502,1,155906.22,87562.69,5030,1
501814503,1,101045.43,54299.11,5030,1
501814504,1,98477.28,55060.33,5030,1
501814505,1,95014.11,38680.02,5030,1
501815701,1,107286.86,82903.44,5030,1
501815702,1,127133.12,40995.12,5030,1
501815703,1,29655.73,32806.67,5030,1
501815704,1,105484.26,33773.51,5030,1
501815706,1,110682.02,73828.3,5030,1
501816202,1,62239.82,20228.29,5030,1
501816204,1,71307.63,34743.34,5030,1
501816205,1,113689.54,55820.8,5030,1
501817902,1,136423.56,67334.4,5030,1
501817903,1,65473.66,18549.13,5030,1
501817904,1,188614.39,141220.54,5030,1
501817905,1,107108.49,18725.01,5030,1
501817906,1,97800.83,13047.44,5030,1
501818201,1,99748.1,84653.46,5030,1
501818202,1,93263.72,83967.43,5030,1
501818203,1,77803.14,27374.46,5030,1
501818204,1,46686.26,45571.03,5030,1
501818205,1,248595.18,113263.49,5030,1
501819401,1,86095.63,34928.04,5030,1
501819402,1,95890.04,31172.41,5030,1
501819404,1,70242.26,31471.81,5030,1
501819405,1,57753.28,38702.07,5030,1
501819406,1,54507.61,27695.82,5030,1
501820601,1,249159.27,210067.48,5030,1
501820602,1,141323.11,76285.7,5030,1
501820603,1,137388.72,57159.41,5030,1
501820604,1,97524.59,24136.95,5030,1
